PD,STIMU,Rate (Hz),ISI mean (ms),ISI std  (ms),mean mean diff,mean std diff,std mean diff ,std std diff,var diff mean,var std diff,mean mean FR,std mean Fr
0,1,6.25,141.1415,34.6369,19.9086,17.3157,66.7653,28.2801,4457.6024,799.7618,0.725,0.2046
0,1,6.625,133.1585,35.6847,1.4338,1.3597,1.7012,2.1503,2.894,4.6237,0.9125,0.1269
0,1,5.875,169.2348,62.7599,-1.0351,2.1798,0.8743,2.9012,0.7644,8.417,0.9,0.1118
0,1,5.875,138.8388,41.3621,-0.5936,1.5549,1.7375,2.7504,3.0187,7.5644,0.9125,0.1053
0,1,6.375,145.1497,40.9336,3.2838,3.1528,3.0818,4.5595,9.4977,20.7886,0.8875,0.1166
0,1,6,159.0568,39.8371,0.2402,0.651,1.6561,1.387,2.7428,1.9239,0.8875,0.1053
0,1,6.125,142.7417,32.7669,1.0785,1.198,1.0059,0.7679,1.0118,0.5896,0.95,0.05
0,1,5.875,158.3942,35.8014,1.8594,1.7531,2.0531,3.0108,4.2154,9.0648,0.875,0.109
0,1,7.125,148.6268,37.2849,1.691,1.672,2.4243,2.4527,5.8772,6.0158,0.925,0.1392
0,1,6.5,137.1075,36.0964,2.3471,2.3465,3.4118,4.4575,11.6406,19.8691,0.9625,0.0484
0,1,4.5,268.3525,161.7711,1.9141,1.7132,1.8309,1.8336,3.3521,3.3621,0.925,0.0968
0,1,5.75,145.0958,42.4929,3.1656,3.0721,2.7896,3.2257,7.7818,10.4048,0.9125,0.0927
0,1,6.625,141.1408,38.4869,0.6237,0.9018,1.4026,1.084,1.9673,1.1751,0.925,0.0968
0,1,6.875,133.9078,36.773,0.4052,1.866,0.8986,3.9633,0.8076,15.7076,0.8875,0.0781
0,1,6.25,146.2887,33.6932,4.0172,3.0194,4.435,5.6992,19.6693,32.4814,0.9375,0.0857
0,1,6.25,144.0953,30.8951,1.4807,0.9025,1.3293,0.8415,1.767,0.7082,0.875,0.109
0,1,7,137.1233,26.1131,0.4981,0.3804,1.3607,1.2645,1.8514,1.599,0.925,0.0968
0,1,4.75,199.3275,82.4269,0.7683,1.0459,0.7321,2.074,0.536,4.3014,0.9375,0.0992
0,1,6,187.332,70.8219,3.008,2.8597,1.0691,1.3343,1.143,1.7803,0.9375,0.0857
0,1,6.125,155.6682,53.4436,-0.8233,2.2726,2.1786,1.9527,4.7462,3.8132,0.875,0.0829
0,1,6.25,154.5338,45.8199,0.8157,1.0456,2.2229,1.7269,4.9412,2.9823,0.8875,0.1053
0,1,6.25,173.5645,63.8357,0.3807,0.8994,0.5636,1.8159,0.3177,3.2977,0.9,0.1225
0,1,6.125,142.1087,32.8297,1.7811,1.7883,1.4197,2.1707,2.0156,4.7119,0.8875,0.1269
0,1,5.375,158.0633,41.0429,1.1842,0.707,0.8084,1.7819,0.6535,3.175,0.95,0.1
0,1,6.875,155.9295,66.346,2.1253,3.0756,1.6488,2.2878,2.7186,5.2341,0.85,0.1118
0,1,6.875,141.8505,31.4132,1.9169,2.1337,1.9692,1.8046,3.8779,3.2568,0.9375,0.0696
0,1,5.375,141.4608,34.9177,-0.5764,5.2278,11.4118,7.6813,130.2286,59.0031,0.8625,0.0992
0,1,5.75,150.866,51.7529,1.753,2.4578,3.8026,3.802,14.4599,14.4551,0.9125,0.1053
0,1,6.625,142.037,38.9323,2.0336,2.2978,1.3503,2.8939,1.8234,8.3745,0.9125,0.1452
0,1,6.25,151.8592,36.9691,0.37,1.2799,1.9996,0.6855,3.9982,0.4698,0.8875,0.1269
0,1,6.5,150.9278,51.0374,1.6215,1.3583,2.9334,3.2984,8.6046,10.8794,0.9625,0.0484
0,1,6.5,137.2067,31.6947,-0.144,1.2095,2.1301,2.8496,4.5374,8.12,0.8875,0.0927
0,1,5.75,164.5303,46.8756,0.7161,1.2076,0.309,2.3221,0.0955,5.392,0.9,0.1
0,1,6.375,130.9827,37.8298,1.7785,1.7521,1.5966,1.5534,2.5492,2.413,0.9125,0.0927
0,1,6.25,150.1908,43.5779,1.1126,1.2533,1.2241,1.8183,1.4983,3.3062,0.9375,0.0992
0,1,6,136.3562,38.2683,2.1631,2.0407,1.8407,2.0222,3.3881,4.0893,0.875,0.0829
0,1,7.125,146.1338,38.1847,1.2366,1.4804,1.322,1.8052,1.7477,3.2587,0.9,0.1323
0,1,6.5,149.6758,43.4724,1.1817,1.1599,1.0807,1.7177,1.1678,2.9504,0.9125,0.0781
0,1,6.75,153.2112,49.2639,3.4667,3.1802,3.1956,4.4129,10.2116,19.4738,0.9125,0.0927
0,1,5.875,144.566,42.3378,2.0318,2.8088,2.2349,2.4881,4.9947,6.1907,0.9,0.0866
0,1,6.625,146.2473,40.6275,-2.2618,2.1364,2.9853,2.4028,8.9121,5.7734,0.8875,0.0599
0,1,6,151.7517,36.0244,1.1825,1.1099,0.6951,2.1027,0.4831,4.4212,0.8875,0.0781
0,1,6.25,133.8512,33.7369,1.2673,1.3061,1.9049,2.4023,3.6288,5.7711,0.925,0.0829
0,1,5.375,148.5078,28.0475,9.0995,11.6103,42.6126,13.6884,1815.8323,187.3731,0.75,0.2693
0,1,6.25,133.6563,33.0435,1.5313,2.1298,1.5949,2.752,2.5436,7.5733,0.9,0.1
0,1,7,144.6567,39.7724,1.5595,1.037,1.1213,0.293,1.2572,0.0858,0.85,0.2
0,1,5.875,139.9638,26.3298,2.4039,1.2317,2.7643,3.401,7.6412,11.5667,0.925,0.0661
0,1,5.625,140.2237,43.4073,2.2626,0.995,1.936,1.5647,3.7479,2.4484,0.9,0.1323
0,1,7,139.9898,40.5213,1.8287,3.0257,2.1387,2.7148,4.5741,7.3699,0.8625,0.1409
0,1,5.75,148.2495,47.5537,1.3828,2.2538,1.5481,2.587,2.3965,6.6926,0.9,0.0866
0,1,6.375,142.4823,40.4679,0.4185,1.178,0.9314,1.0785,0.8674,1.1632,0.925,0.109
0,1,7,151.3137,43.1223,0.1288,0.3922,0.9414,0.8635,0.8863,0.7455,0.9625,0.0696
0,1,6.25,145.2358,51.0103,0.6202,1.2077,0.9281,0.845,0.8614,0.714,0.8875,0.0927
0,1,6.75,158.4893,48.696,1.0675,2.0487,2.5449,2.7061,6.4765,7.3232,0.875,0.109
0,1,6.375,175.2775,80.5402,1.711,2.3024,2.2969,2.3211,5.2757,5.3874,0.95,0.1
0,1,6.75,136.5798,36.294,-5.0007,3.7984,4.5137,8.678,20.373,75.3082,0.8875,0.1269
0,1,6.125,155.2763,56.5677,-3.0759,2.9324,0.9384,2.728,0.8807,7.4418,0.875,0.109
0,1,7.125,144.0493,36.5967,1.6831,1.307,0.7158,2.0336,0.5123,4.1355,0.8875,0.1053
0,1,7.125,154.671,49.6103,2.2733,1.8006,0.93,1.5321,0.865,2.3474,0.875,0.1639
0,1,6.25,138.0127,32.5507,0.7816,1.3138,1.6255,1.2361,2.6423,1.528,0.9,0.1
0,1,6.375,149.5565,33.1751,1.122,1.1444,1.0901,1.9261,1.1884,3.7098,0.9,0.0866
0,1,5.875,134.9672,34.6001,1.8494,1.6904,3.187,3.5944,10.1571,12.9199,0.8875,0.1269
0,1,6.375,139.2745,32.6818,1.0389,1.8445,1.4855,1.6004,2.2068,2.5613,0.9125,0.1452
0,1,7.75,135.0892,38.081,0.8105,1.3437,1.3098,1.2903,1.7157,1.665,0.8625,0.0992
0,1,6,137.8117,36.6733,1.8605,1.8678,1.4714,1.0899,2.165,1.1879,0.9125,0.0927
0,1,6,138.8417,27.1585,3.192,2.79,3.528,4.1227,12.4465,16.9966,0.95,0.0866
0,1,6.25,136.43,34.2023,2.2693,1.6171,1.461,1.9676,2.1345,3.8713,0.9,0.1118
0,1,7,153.707,54.3001,1.5903,2.1095,1.7648,2.5964,3.1144,6.7414,0.9,0.0866
0,1,6.375,135.6982,31.9049,1.6604,2.0002,0.9275,1.3341,0.8603,1.7798,0.925,0.109
0,1,5.625,150.497,43.2099,0.8556,2.7616,1.2809,1.9647,1.6408,3.8601,0.875,0.0968
0,1,6.625,146.463,37.686,1.0158,0.6689,0.9693,1.6687,0.9396,2.7847,0.8875,0.1053
0,1,6.375,144.6053,39.1883,1.3218,0.9612,2.6684,2.6412,7.1206,6.976,0.9375,0.0857
0,1,6.375,152.0693,36.9503,-2.9485,3.6019,4.9421,4.7703,24.4245,22.7557,0.875,0.0829
0,1,5.875,142.2475,39.2368,1.3883,2.6456,2.6296,3.764,6.9149,14.168,0.8625,0.0857
0,1,6.875,148.9408,40.0859,-1.4944,2.6668,1.4793,7.2105,2.1883,51.9909,0.8625,0.1218
0,1,6.875,132.0047,36.4442,0.4346,0.3843,1.123,0.8171,1.261,0.6676,0.9375,0.0992
0,1,6.625,127.8437,30.0853,3.0875,4.2527,2.8913,4.7676,8.3595,22.7298,0.925,0.109
0,1,7.125,129.325,33.0959,1.7464,1.8813,1.9301,2.3457,3.7252,5.5025,0.925,0.0829
0,1,6.25,151.8453,41.3438,1.352,0.3946,1.3436,1.394,1.8052,1.9432,0.925,0.109
0,1,5.625,186.975,64.4117,1.7967,2.4334,3.3295,3.1602,11.0857,9.9871,0.9,0.0866
0,1,6.75,147.6112,42.4052,2.404,2.2256,2.5187,3.1863,6.3438,10.1523,0.925,0.1479
0,1,6.625,148.849,45.6689,1.8956,3.129,1.674,2.6729,2.8024,7.1446,0.925,0.0661
0,1,6.625,137.153,38.8642,2.3373,2.3876,2.4317,2.3695,5.9133,5.6147,0.8625,0.0992
0,1,6.875,149.7102,37.6279,2.4967,2.529,1.8024,1.4469,3.2487,2.0935,0.9,0.1225
0,1,5.625,167.6973,67.3748,0.9331,3.1091,3.4784,4.9607,12.0991,24.6082,0.875,0.109
0,1,6.25,155.2328,49.1787,0.564,1.4133,0.8556,1.5553,0.732,2.419,0.9125,0.0599
0,1,6.375,142.5382,30.951,2.1203,1.2669,1.6384,1.2725,2.6842,1.6193,0.9375,0.0696
0,1,6.625,140.8515,31.6416,0.697,0.9608,1.3354,0.7755,1.7834,0.6013,0.9375,0.0696
0,1,6.25,140.2702,32.292,2.8154,2.5625,4.0558,4.5743,16.4491,20.9244,0.9,0.0866
0,1,7,131.3827,32.2984,1.2236,1.3974,1.0647,2.5191,1.1337,6.3461,0.9,0.1118
0,1,6.75,145.3807,50.875,1.5415,1.4797,3.448,3.3904,11.8886,11.4946,0.9375,0.0857
0,1,6.125,138.7175,31.9748,-3.4529,2.7131,3.3229,3.5961,11.0416,12.9318,0.8875,0.1053
0,1,6.375,139.6992,39.674,1.5148,-0.085,1.6166,1.5169,2.6134,2.3009,0.9,0.1
0,1,6.375,172.816,49.5338,1.5655,1.5792,1.5633,1.4668,2.4439,2.1514,0.8875,0.1053
0,1,6.375,142.2425,35.2223,1.1383,0.823,1.651,1.8703,2.7259,3.4982,0.9125,0.1053
0,1,6,145.0205,46.284,-2.0992,2.8108,2.1963,5.5227,4.8236,30.5002,0.875,0.1392
0,1,6.875,145.6942,35.8576,1.4447,2.2586,2.3769,2.6079,5.6498,6.8013,0.875,0.1479
0,1,5.875,147.335,42.1348,1.6552,2.4115,1.5902,2.4259,2.5289,5.885,0.9375,0.0696
0,1,6.875,142.0868,39.9717,2.1546,2.8259,0.8832,2.6379,0.7801,6.9583,0.9,0.1
0,1,6,160.412,51.1134,-2.8201,3.6168,2.5383,2.7971,6.4428,7.8237,0.8625,0.1317
0,1,6.375,135.2708,37.0333,3.2175,2.9457,2.4112,3.0362,5.8137,9.2186,0.9625,0.0992
0,1,5,168.4517,54.9411,0.4585,0.5282,1.3718,1.5024,1.8818,2.2573,0.9,0.1118
0,1,6.25,143.0072,31.3698,2.0956,1.655,2.0758,2.4266,4.309,5.8885,0.9375,0.1218
0,1,6.375,143.1158,26.8976,0.7039,1.2914,1.7685,1.0488,3.1277,1.1,0.9,0.1323
0,1,6.375,138.2683,27.5267,1.2713,2.2848,1.9459,2.0139,3.7865,4.0559,0.9125,0.1269
0,1,6,150.0845,47.6701,1.6877,1.4187,2.4567,2.9955,6.0354,8.9732,0.925,0.109
0,1,6.75,145.137,41.7426,1.0658,3.3296,3.3076,4.9165,10.9405,24.1724,0.8875,0.2368
0,1,6.625,153.318,47.9506,2.2658,2.995,3.0161,2.1122,9.0967,4.4616,0.85,0.15
0,1,5.875,163.388,46.9012,-0.1728,1.5806,3.2454,2.3515,10.5323,5.5294,0.9,0.1
0,1,5.625,134.9572,31.0572,1.63,1.4611,0.9901,1.5637,0.9802,2.4453,0.9375,0.0696
0,1,6.875,147.4513,40.0601,1.6509,1.3054,2.1835,1.9052,4.7677,3.6299,0.9,0.1
0,1,6.5,142.2697,27.9142,0.9504,1.7033,1.6167,2.2187,2.6136,4.9228,0.9,0.1
0,1,6,147.7912,46.541,1.9781,1.5739,1.812,2.1355,3.2832,4.5604,0.9,0.1118
0,1,5.75,137.9223,30.2768,1.6396,1.6432,1.9701,2.0481,3.8812,4.1946,0.95,0.1
0,1,6.5,141.5068,40.1514,-2.1953,1.9093,3.4618,2.8575,11.9844,8.1655,0.9125,0.1269
0,1,6.875,152.214,43.2134,0.1437,4.7052,9.9771,5.1861,99.5431,26.8954,0.8625,0.1317
0,1,6.625,158.2657,57.2144,1.343,1.9717,2.0116,1.9362,4.0467,3.749,0.8875,0.0781
0,1,6.25,160.713,51.4057,1.345,2.2817,0.8215,2.6365,0.6748,6.9509,0.9125,0.1269
0,1,6.25,168.6557,85.0004,0.6408,3.4601,1.1434,4.7823,1.3073,22.8701,0.8875,0.1269
0,1,6.375,148.9153,45.1962,2.5618,2.526,2.0188,2.3955,4.0757,5.7385,0.95,0.0707
0,1,6.25,139.6215,35.6513,0.4657,1.2814,1.0417,2.0091,1.0852,4.0366,0.9,0.1
0,1,5.625,212.183,123.8505,1.1556,0.8056,1.4554,1.1115,2.1183,1.2354,0.9125,0.1364
0,1,6.625,146.1585,43.7283,-0.5393,2.0984,1.5695,2.1237,2.4635,4.51,0.9,0.1
0,1,6.75,162.784,54.3011,-2.7271,3.1119,1.7001,4.3695,2.8904,19.0922,0.8625,0.1317
0,1,6.875,155.1073,45.0727,3.6446,3.0604,2.7297,3.5171,7.4512,12.37,0.9625,0.0696
0,1,5.625,149.3288,42.5296,2.2504,2.0824,1.5548,1.7281,2.4173,2.9865,0.95,0.0707
0,1,6.625,128.7268,38.5583,1.1127,1.5874,2.4276,2.8578,5.8935,8.1672,0.9125,0.1053
0,1,5.5,157.9675,44.3907,1.3209,1.1767,0.8009,1.1384,0.6415,1.2959,0.9375,0.0992
0,1,6,139.4455,36.0353,0.9666,1.9036,2.0613,1.9005,4.2491,3.612,0.8375,0.1111
0,1,5.375,143.8785,30.4872,1.0187,1.0393,0.7423,1.0677,0.5511,1.1399,0.925,0.0829
0,1,7,138.8817,33.2367,2.6317,2.9087,3.1165,3.3764,9.7125,11.4004,0.9375,0.1218
0,1,5.875,141.7,34.3535,1.5976,1.9729,2.5605,2.5365,6.5563,6.434,0.875,0.1199
0,1,7.5,140.7875,29.1819,2.0197,1.5992,1.1509,1.7228,1.3245,2.9681,0.95,0.0866
0,1,6.75,154.2223,49.1797,2.5761,2.8031,4.8081,4.9468,23.1174,24.4704,0.875,0.0968
0,1,5.75,160.7723,55.024,-0.0372,1.5736,0.8776,2.6491,0.7702,7.0177,0.9,0.0866
0,1,5.625,152.9722,53.4708,0.9365,1.7577,1.4865,1.1311,2.2096,1.2793,0.9,0.1323
0,1,5.5,153.2173,24.2976,2.6114,2.3837,2.3435,1.9992,5.4918,3.9968,0.9375,0.0857
0,1,5.75,156.5738,48.7766,1.368,2.0104,1.9175,0.9071,3.6769,0.8229,0.9125,0.0927
0,1,6.625,152.0265,56.4853,2.3568,2.7381,2.5496,4.2886,6.5006,18.3925,0.925,0.0968
0,1,6.5,150.3923,41.8326,1.7165,3.13,2.7923,3.6215,7.7968,13.1149,0.9,0.0866
0,1,5.375,145.9757,35.3688,1.9123,1.3049,1.3436,1.5802,1.8053,2.497,0.9125,0.0781
0,1,6.75,149.936,43.8312,1.6822,1.2813,0.7122,1.9528,0.5072,3.8134,0.9375,0.0696
0,1,6.75,134.672,30.5378,1.0184,0.9083,1.0581,1.0344,1.1196,1.07,0.9375,0.1111
0,1,6.5,136.3585,32.8622,2.2369,2.2323,2.6753,4.0569,7.1575,16.4587,0.9375,0.0857
0,1,6.625,135.2718,41.2421,-0.9734,2.0386,2.1213,2.1345,4.4999,4.5559,0.9,0.1225
0,1,6.25,144.2527,41.4061,-1.5281,2.8544,1.4085,4.9858,1.9838,24.8586,0.8875,0.0599
0,1,7.125,135.6878,31.9227,0.9827,1.0259,0.2439,1.9593,0.0595,3.8387,0.9,0.0866
0,1,5.25,152.245,43.6517,1.3585,1.5938,1.7762,1.3061,3.1547,1.7058,0.875,0.1299
0,1,6.375,143.7073,37.7203,3.6811,3.3481,1.8204,2.647,3.3137,7.0066,0.8875,0.1269
0,1,6.25,145.35,30.2782,2.0095,1.521,1.93,1.9914,3.725,3.9658,0.9125,0.0781
0,1,6.5,138.5925,36.5479,1.5624,1.2524,1.9347,2.1536,3.7432,4.6382,0.9375,0.0857
0,1,5.875,144.9482,33.6843,-1.134,2.4078,2.4839,3.6324,6.1695,13.1946,0.875,0.0968
0,1,6.75,136.2672,30.4382,2.957,2.6763,3.0308,3.5647,9.186,12.707,0.95,0.0707
0,1,6,139.3908,38.6269,1.919,1.4224,2.1751,2.3117,4.731,5.3442,0.95,0.0707
0,1,6,126.0943,28.0988,-0.3726,1.55,0.6913,1.9412,0.4779,3.7683,0.9125,0.0781
0,1,6.125,150.4052,53.3244,1.9187,1.6947,1.8112,2.1907,3.2804,4.7993,0.925,0.109
0,1,6.625,163.3487,43.6062,0.5151,0.1074,0.7689,0.4634,0.5912,0.2148,0.9375,0.0857
0,1,6.75,154.6048,42.9538,2.3778,1.8461,2.642,3.0384,6.9801,9.2321,0.9,0.0866
0,1,6.375,156.5648,42.7967,0.5828,2.2911,2.7986,1.6639,7.832,2.7686,0.8875,0.1053
0,1,5.875,154.0923,45.6615,0.1376,1.9537,1.3436,2.7772,1.8053,7.713,0.8875,0.0927
0,1,5.75,162.0467,48.3752,2.3461,2.2469,3.1321,3.1168,9.8098,9.7143,0.925,0.1299
0,1,6.75,140.6802,45.6912,-0.0892,0.7391,2.1404,1.1487,4.5814,1.3194,0.9,0.15
0,1,7.25,136.1408,42.742,-0.3991,2.2016,1.6841,2.0345,2.8363,4.1393,0.9125,0.1364
0,1,7.25,139.2537,37.837,1.7661,1.5189,1.3296,1.3122,1.7679,1.7218,0.925,0.0968
0,1,6.75,130.277,36.0344,3.0941,2.4447,2.3468,3.6617,5.5077,13.4082,0.9,0.1323
0,1,6.625,130.6335,34.9319,3.8831,3.4504,5.0761,6.1231,25.7665,37.4919,0.9375,0.0857
0,1,6,153.1698,39.6714,2.2393,1.5644,1.8427,1.9604,3.3955,3.843,0.9,0.1118
0,1,6.875,139.2555,36.6636,2.2997,3.5025,2.7484,3.1519,7.5537,9.9344,0.8625,0.1317
0,1,5.875,161.7578,39.3402,2.027,1.4438,1.6713,1.853,2.7932,3.4335,0.9,0.1
0,1,6,149.4968,25.5124,1.6763,1.1412,0.9468,1.2403,0.8964,1.5382,0.95,0.1
0,1,6,143.4487,35.7661,1.445,1.5872,1.7748,1.5552,3.1501,2.4185,0.9125,0.1053
0,1,4.875,178.7508,46.3679,1.4384,1.7053,2.0023,2.1419,4.0092,4.5876,0.9375,0.0992
0,1,5.5,164.8158,52.4248,1.6941,1.281,2.3562,2.3858,5.5515,5.6921,0.9125,0.1364
0,1,6.625,160.0692,64.2379,1.682,1.3196,1.7538,1.781,3.0757,3.172,0.9125,0.0927
0,1,6.625,148.1455,35.1844,2.516,1.5896,3.1344,2.0347,9.8247,4.14,0.925,0.109
0,1,6.75,133.5353,36.1849,2.7833,2.5105,1.5456,2.3521,2.3888,5.5325,0.875,0.0968
0,1,6.875,149.2815,45.1532,0.8914,1.8165,1.2854,1.9147,1.6523,3.666,0.9,0.0866
0,1,6.875,144.9332,41.6539,1.5935,2.2839,2.6274,1.8652,6.9035,3.4789,0.8625,0.1409
0,1,7,150.1098,40.2303,1.9661,1.6662,1.1454,0.564,1.3119,0.3181,0.925,0.1199
0,1,7,129.4385,34.8375,2.8642,2.5016,2.0188,2.6816,4.0755,7.1912,0.8875,0.1053
0,1,7.375,145.8988,43.8316,1.1556,0.2842,1.2171,1.1891,1.4813,1.414,0.9,0.1
0,1,6.125,155.21,53.8144,1.2603,1.2681,1.2877,1.3182,1.6581,1.7377,0.9125,0.0927
0,1,6.75,135.1712,29.0652,-0.522,1.039,0.8678,0.7647,0.7531,0.5848,0.9,0.1414
0,1,5.5,138.8425,29.7436,1.8672,1.5925,2.2931,2.0814,5.2585,4.3324,0.95,0.1
0,1,6.5,137.0527,41.2691,0.9585,2.2415,2.3212,3.4307,5.3882,11.7695,0.925,0.109
0,1,6.75,154.914,32.5288,1.5471,1.0123,1.2628,2.1551,1.5946,4.6444,0.9125,0.0927
0,1,5.375,139.505,32.2705,1.7037,2.1482,2.3488,3.1439,5.5171,9.8842,0.95,0.05
0,1,6.25,137.2827,35.9522,1.9587,3.6047,2.5753,2.4378,6.632,5.943,0.8625,0.0992
0,1,7,145.4,32.6152,2.2493,1.3543,3.091,2.9807,9.5544,8.8844,0.925,0.0829
0,1,6.75,150.1928,52.6187,1.3207,1.9447,2.3704,2.7918,5.619,7.7943,0.9,0.1936
0,1,6.625,132.9227,31.0374,26.6811,19.3747,65.4654,17.1062,4285.7236,292.6214,0.7,0.2121
0,1,6.625,164.427,52.8257,1.723,2.2783,1.3935,2.038,1.9417,4.1534,0.925,0.0829
0,1,7.25,146.7607,41.7759,1.7814,4.7191,18.324,5.6676,335.7707,32.1216,0.875,0.0829
0,1,5.875,140.6248,29.3067,1.8623,1.0539,2.541,2.6988,6.4565,7.2837,0.925,0.0968
0,1,6.625,139.0897,32.0976,1.4197,1.3045,1.6186,1.8845,2.62,3.5513,0.9,0.1118
0,1,7.25,141.9707,52.6566,1.8495,2.4035,2.6867,2.6306,7.2185,6.9203,0.8875,0.1053
0,1,7.25,145.8368,46.8888,2.3905,1.3832,2.7028,2.8889,7.3049,8.3459,0.9,0.1118
0,1,5.625,148.9143,41.5027,3.6673,3.7456,2.098,2.5934,4.4017,6.7256,0.9125,0.1166
0,1,6.75,141.6835,36.8729,1.185,1.5682,1.0071,1.4349,1.0143,2.059,0.9375,0.0857
0,1,6.125,142.3075,49.3228,1.4554,1.3375,2.8371,2.9238,8.0493,8.5486,0.9125,0.0781
0,1,6.25,146.9563,41.9198,1.5084,1.1804,2.0949,0.818,4.3885,0.6692,0.9375,0.1576
0,1,6.375,150.8888,42.4757,2.0044,2.9507,3.461,4.2247,11.9783,17.848,0.8875,0.0781
0,1,6.75,140.0827,40.8404,2.6439,2.4805,1.6445,1.682,2.7045,2.8291,0.8625,0.1111
0,1,5.5,155.0142,47.4836,0.6308,1.6086,0.6085,1.3222,0.3703,1.7483,0.875,0.109
0,1,4.875,142.7708,36.0032,2.3305,3.8001,2.7663,4.731,7.6522,22.3823,0.9125,0.0781
0,1,5.375,163.546,30.4115,1.7316,1.4449,1.2578,2.3069,1.582,5.3217,0.925,0.0829
0,1,5.75,196.48,83.2127,2.0025,1.1599,2.3865,1.7856,5.6954,3.1885,0.9125,0.1364
0,1,6.25,144.946,34.0726,1.7492,1.6848,2.2138,2.3701,4.901,5.6176,0.925,0.0661
0,1,5.25,164.4868,63.5467,-1.4805,4.1517,3.1975,5.3427,10.2238,28.5446,0.8375,0.1111
0,1,5.375,152.5048,48.9361,2.9804,3.2336,1.0365,0.7429,1.0744,0.5519,0.925,0.1639
0,1,7.125,146.2372,44.5818,0.2762,2.3442,1.9147,1.1567,3.666,1.338,0.9,0.1225
0,1,7.75,128.1773,31.1571,2.7219,2.5122,2.5108,2.9019,6.3041,8.4212,0.9,0.1
0,1,6,147.3382,35.6059,1.417,1.9288,0.9969,1.1009,0.9938,1.2121,0.8875,0.0781
0,1,6,152.8753,46.0089,0.029,0.153,1.2601,1.4403,1.5878,2.0744,0.9,0.1658
0,1,6.75,152.9105,38.6479,26.0635,16.3086,46.7934,17.6546,2189.6269,311.6854,0.7375,0.1932
0,1,6.25,134.9515,35.5607,1.346,1.4524,0.7717,0.8566,0.5955,0.7337,0.9375,0.0696
0,1,4.125,203.0617,70.5786,3.2113,3.3962,2.154,3.5873,4.6396,12.8687,0.925,0.0829
0,1,5.5,174.775,41.6829,1.8383,1.7168,3.0388,2.3783,9.2344,5.6563,0.875,0.1714
0,1,5.875,147.226,33.3638,2.1295,1.4627,2.4406,2.3051,5.9567,5.3133,0.925,0.0968
0,1,6.25,143.791,36.3669,3.2779,3.0141,2.3774,2.7716,5.6519,7.6819,0.9625,0.0992
0,1,6.875,149.068,48.8681,0.9273,2.2279,0.3732,3.0638,0.1393,9.3868,0.8625,0.1111
0,1,6.875,149.9852,44.0655,2.2478,2.4796,1.9111,1.8407,3.6522,3.3881,0.95,0.0707
0,1,6.375,141.8773,34.6468,1.0118,1.2477,1.3971,2.1204,1.9519,4.4961,0.875,0.1561
0,1,6.375,142.7902,40.8105,0.91,2.413,3.1241,2.3845,9.7599,5.6861,0.875,0.109
0,1,5.375,180.1912,73.6771,1.1667,1.2639,2.9462,1.8596,8.6798,3.458,0.8875,0.1452
0,1,5.5,155.7213,40.3663,-0.7485,1.8697,1.3259,1.8914,1.7581,3.5774,0.9125,0.0781
0,1,6.125,146.1905,37.5132,1.7316,2.2435,1.8183,2.3359,3.3062,5.4563,0.9,0.1
0,1,6.625,149.6435,45.4567,1.4128,1.7524,2.5816,2.5068,6.6646,6.284,0.9,0.0707
0,1,6.125,140.1868,35.9103,1.9538,1.9468,3.2251,4.2256,10.4016,17.8557,0.925,0.0661
0,1,7.375,133.387,33.9535,1.4061,1.1365,1.8701,1.8334,3.4974,3.3615,0.9375,0.1317
0,1,6.5,154.6992,38.9768,1.9659,2.613,3.2074,6.0056,10.2875,36.0671,0.8875,0.0927
0,1,6.75,138.9759,38.1119,-0.684,1.8035,3.1655,2.6797,10.0202,7.181,0.8875,0.1615
0,1,7,158.147,50.6113,1.2524,2.9242,1.3243,2.7458,1.7539,7.5396,0.95,0.0707
0,1,6.75,137.9895,36.5726,2.0984,2.2815,1.7116,2.0847,2.9297,4.3461,0.8875,0.1166
0,1,5.875,153.1648,46.852,1.4656,1.3251,1.4829,1.573,2.1991,2.4744,0.925,0.109
0,1,5.875,161.4112,62.2521,1.5384,2.3567,2.6399,3.6754,6.9689,13.5087,0.95,0.0707
0,1,6,138.2327,41.6161,2.4158,1.1633,2.294,2.4779,5.2624,6.1398,0.925,0.0829
0,1,5.75,148.9828,38.8009,2.1632,2.2925,4.0868,4.3351,16.7016,18.7932,0.925,0.0968
0,1,6.75,136.1458,35.9364,1.4447,1.6482,1.6318,2.36,2.6629,5.5697,0.9375,0.0484
0,1,6.875,131.2318,35.9784,2.2352,1.8943,2.1959,3.2262,4.822,10.4081,0.925,0.109
0,1,4.875,181.9658,59.5486,0.8787,1.5523,1.5234,2.418,2.3207,5.8469,0.9125,0.0781
0,1,5.625,135.9848,25.5492,1.7328,1.8408,2.4365,2.3872,5.9367,5.6989,0.9125,0.1053
0,1,6.25,147.9338,37.0444,0.7378,1.0685,1.3176,1.8136,1.7361,3.2892,0.9375,0.0992
0,1,5.5,146.8842,31.3995,0.4061,2.2666,1.8558,1.6693,3.4439,2.7865,0.9,0.1118
0,1,6.125,144.4597,31.8262,2.7189,1.9294,1.6534,2.3072,2.7336,5.323,0.9,0.1
0,1,7.25,135.344,41.7812,0.134,1.6997,0.7619,3.3234,0.5805,11.0447,0.9125,0.1053
0,1,6,138.919,30.4667,1.0556,0.5806,1.364,0.7451,1.8604,0.5552,0.9375,0.1111
