PD,STIMU,Rate (Hz),ISI mean (ms),ISI std  (ms),mean mean diff,mean std diff,std mean diff ,std std diff,var diff mean,var std diff,mean mean FR,std mean Fr
1,1,7.375,121.1732,28.2837,0.2056,3.3759,5.9883,7.3993,35.8593,54.7503,0.875,0.0661
1,1,7.5,121.6593,28.489,-0.2183,1.2315,1.1762,1.0308,1.3834,1.0626,0.8875,0.1053
1,1,8.125,117.721,24.9035,-0.5298,0.3502,0.9215,0.9787,0.8491,0.9578,0.9125,0.1053
1,1,8.375,116.0375,29.3806,0.3803,0.7091,1.1717,1.7766,1.3728,3.1562,0.875,0.2222
1,1,7,143.6113,39.024,21.2331,11.2478,46.5504,13.9432,2166.9352,194.4135,0.6625,0.1495
1,1,6.75,152.6728,46.1741,-0.7124,0.7752,0.845,2.0356,0.714,4.1435,0.9375,0.0696
1,1,8.25,126.879,30.8619,-0.3968,1.3348,1.0859,1.0424,1.1792,1.0866,0.9125,0.1166
1,1,8.125,124.768,27.9465,0.4647,1.4462,0.9506,1.1018,0.9036,1.2139,0.925,0.1299
1,1,8.25,114.7343,21.985,-0.9956,-0.7185,1.407,0.4852,1.9796,0.2354,0.95,0.0866
1,1,8.25,118.6058,27.2365,4.4869,2.7918,9.5809,2.7963,91.7941,7.8196,0.775,0.1392
1,1,7.625,131.9642,25.0929,-1.0069,2.9625,2.2454,5.3626,5.0418,28.7576,0.8875,0.1166
1,1,6.625,136.312,29.6384,-2.9489,1.4832,2.669,2.5813,7.1238,6.6629,0.8875,0.0781
1,1,7.625,127.3582,31.2107,-0.0766,-0.7009,0.6547,0.932,0.4286,0.8686,0.925,0.0829
1,1,7.625,126.1955,29.2246,-2.5155,1.9698,3.139,3.6919,9.8533,13.6304,0.9125,0.0599
1,1,8,126.853,32.2269,0.9836,2.5117,3.0295,4.2224,9.1781,17.8291,0.9125,0.1615
1,1,8.125,124.3973,26.9109,1.1918,4.2077,1.7471,2.3175,3.0524,5.3709,0.825,0.1199
1,1,7.25,131.8358,33.9494,-1.4657,-0.1917,1.712,1.4158,2.9311,2.0046,0.9,0.1118
1,1,8.25,119.7597,29.2801,0.2197,1.2027,0.9397,0.6358,0.8831,0.4042,0.95,0.0707
1,1,8,122.6657,34.1244,-0.6345,2.7576,2.9706,1.5909,8.8242,2.5309,0.8375,0.1111
1,1,8.125,118.0547,27.9211,-0.5855,0.7496,0.4263,1.7304,0.1817,2.9943,0.95,0.05
1,1,7.125,122.4495,29.3346,0.2953,1.2474,2.2911,2.0719,5.2494,4.2928,0.925,0.0661
1,1,7.5,122.6107,32.1431,-1.1066,2.4641,0.5399,4.3912,0.2915,19.2822,0.925,0.0829
1,1,8.125,125.9721,29.8459,0.5624,1.5165,0.9781,1.7732,0.9566,3.1443,0.925,0.0661
1,1,5.375,202.4788,95.9358,-3.3093,1.9718,2.6045,1.6493,6.7832,2.7201,0.85,0.1118
1,1,8.375,121.9143,26.1222,-1.4626,1.9868,1.3906,1.7316,1.9337,2.9986,0.925,0.0968
1,1,6.75,140.1212,29.1245,-0.8209,1.6688,2.1421,2.0627,4.5886,4.2546,0.9,0.1118
1,1,7.25,137.5147,40.3354,-0.1002,0.8952,1.9152,2.7876,3.668,7.7707,0.925,0.0661
1,1,7.875,119.5673,21.1973,25.9732,19.7869,80.0088,26.249,6401.4151,689.0116,0.675,0.1854
1,1,7.75,123.0423,26.3974,-3.4625,2.5666,4.9353,5.1684,24.3572,26.7128,0.8625,0.0857
1,1,8.5,117.1153,28.3085,-0.1338,1.2118,1.3631,2.4808,1.8581,6.1544,0.9375,0.0992
1,1,7,133.158,26.5806,-2.9454,2.8815,1.4842,6.9054,2.2028,47.6846,0.8625,0.0992
1,1,7.25,125.368,24.92,-1.0038,2.107,1.3493,3.264,1.8207,10.654,0.85,0.1323
1,1,6.875,142.223,32.858,-0.6037,1.4618,1.8775,2.201,3.525,4.8444,0.8875,0.1452
1,1,7.75,124.652,29.9941,25.3367,16.125,62.4202,18.7911,3896.2783,353.1039,0.7125,0.1691
1,1,8.375,117.0859,26.475,-0.2528,2.1315,0.9374,2.9889,0.8787,8.9337,0.9375,0.0857
1,1,6.5,155.834,44.6715,-1.0378,2.2971,0.7333,2.1808,0.5377,4.756,0.875,0.0829
1,1,8.125,123.6829,28.6517,0.035,2.8515,2.276,2.0084,5.18,4.0335,0.85,0.1323
1,1,7.75,123.612,27.4438,0.6985,1.9569,2.2302,1.8771,4.9739,3.5236,0.8625,0.1867
1,1,8.25,118.6258,28.1894,0.4893,0.8133,1.4238,1.1696,2.0271,1.3679,0.9125,0.0781
1,1,7.875,128.8432,28.3208,-0.7728,-0.2416,1.3379,0.5561,1.79,0.3092,0.9,0.15
1,1,7.875,119.102,27.9937,13.0192,7.0135,29.866,6.8866,891.9805,47.4256,0.6625,0.1728
1,1,8.25,120.1365,25.7723,-1.3637,2.5059,1.246,3.1484,1.5525,9.9124,0.9,0.0866
1,1,8.375,107.0467,18.6499,-1.4714,1.587,1.5945,1.9231,2.5424,3.6985,0.9,0.0707
1,1,8.25,126.9197,22.5474,-1.1333,1.1651,0.6612,1.1134,0.4372,1.2397,0.875,0.1199
1,1,7.75,120.2795,23.5282,-2.47,1.2431,0.3094,1.2287,0.0958,1.5097,0.9125,0.0927
1,1,8.25,117.1604,23.8794,-1.7491,0.4698,2.6802,1.0885,7.1837,1.1847,0.85,0.1118
1,1,7.25,129.4572,32.7001,-2.0378,2.3246,1.1588,3.9555,1.3429,15.646,0.9,0.1
1,1,7.625,128.96,37.2731,-0.4116,2.2285,1.5377,2.6674,2.3645,7.1152,0.925,0.109
1,1,7.875,122.093,24.5581,-0.5001,2.1425,1.8869,0.8265,3.5603,0.6831,0.9,0.1225
1,1,8.25,118.7332,32.9008,-0.8385,1.0172,1.8508,0.573,3.4256,0.3283,0.85,0.15
1,1,7.75,121.7767,23.4672,0.7302,1.4267,1.3646,1.376,1.8621,1.8934,0.9375,0.0696
1,1,7.875,123.2758,32.979,-0.8449,-0.0925,1.2958,0.8022,1.6791,0.6436,0.8625,0.1218
1,1,8.25,124.827,31.7577,-0.0773,2.4556,1.4329,3.751,2.0532,14.0697,0.9125,0.1053
1,1,7.625,122.967,28.9075,9.3164,7.0081,26.6693,7.3613,711.2535,54.1893,0.7125,0.19
1,1,7.75,126.1805,28.3312,-3.7444,1.108,1.2761,1.2595,1.6284,1.5863,0.925,0.0968
1,1,8.125,123.9743,27.5999,-2.191,2.2011,1.6149,3.6348,2.6078,13.2117,0.8875,0.0927
1,1,8.25,120.1774,28.3347,-0.131,1.6137,1.2713,1.9209,1.6162,3.6897,0.9375,0.0696
1,1,8.125,120.3776,25.3709,-1.585,2.824,3.513,1.3738,12.3411,1.8873,0.825,0.1199
1,1,7.375,126.4537,29.0653,-1.9915,1.9591,1.223,2.1098,1.4957,4.4512,0.875,0.0829
1,1,7.875,113.0423,20.5221,0.452,1.2389,1.8638,1.794,3.4739,3.2183,0.9,0.0866
1,1,7.75,125.0547,32.3387,-0.9607,-0.4591,1.546,0.3597,2.3902,0.1294,0.9125,0.1166
1,1,7.75,119.1348,24.696,-0.6709,1.7702,0.9252,2.2076,0.856,4.8737,0.9125,0.0781
1,1,7.5,127.2173,28.8488,-2.3674,3.4207,2.1246,4.2243,4.5141,17.8444,0.8625,0.1218
1,1,7.5,125.449,33.113,-0.0515,1.9352,0.9744,2.0707,0.9494,4.2877,0.925,0.109
1,1,8.5,109.9445,19.5608,-0.88,1.1814,1.6837,1.0979,2.835,1.2053,0.875,0.1199
1,1,8.375,112.8057,19.3668,-1.5716,0.6227,0.9609,1.333,0.9232,1.7769,0.9375,0.0696
1,1,7.75,130.629,28.2633,-7.7078,4.7431,5.8021,9.2236,33.6639,85.075,0.875,0.1199
1,1,8,118.7192,22.4502,-0.3766,2.3779,0.8883,3.428,0.789,11.7509,0.8875,0.1269
1,1,6,190.4187,90.9363,-0.0866,1.1497,2.0615,1.6248,4.2497,2.64,0.95,0.0707
1,1,8,119.1317,25.4644,-0.6675,-0.2414,1.0991,0.7468,1.208,0.5577,0.9625,0.0484
1,1,7.375,132.718,33.023,-3.5317,2.4493,3.8724,6.4823,14.9954,42.0198,0.875,0.109
1,1,7.625,128.5302,29.485,-2.1061,1.8047,3.167,2.7082,10.0297,7.3341,0.8875,0.1763
1,1,7.875,120.1937,23.0078,0.2769,3.1647,2.0423,4.3128,4.1709,18.6,0.9,0.1118
1,1,7.875,124.7923,34.7693,-1.8661,1.3786,2.4541,3.2616,6.0228,10.6379,0.9125,0.1053
1,1,7,139.3617,29.3299,-0.5966,-0.3048,1.4351,0.7131,2.0595,0.5085,0.975,0.0661
1,1,7.75,122.8893,29.6805,-1.5836,2.4818,3.4872,5.2896,12.1604,27.9803,0.9125,0.1269
1,1,8.375,120.8763,26.577,-1.242,0.7126,1.202,1.0351,1.4448,1.0714,0.8875,0.0781
1,1,6.75,157.0003,49.3332,-0.6379,0.3852,2.0913,1.6464,4.3737,2.7108,0.8875,0.1269
1,1,7.75,127.496,28.2305,0.3934,1.382,1.5692,1.286,2.4623,1.6537,0.875,0.1479
1,1,7.875,130.9493,33.5921,0.3609,1.1464,2.6247,1.6388,6.8888,2.6857,0.9125,0.1053
1,1,7.5,119.8947,23.816,-2.8405,0.4957,1.6588,2.7238,2.7515,7.4192,0.95,0.05
1,1,7,128.9735,23.8482,-0.8973,2.0292,1.0463,4.908,1.0948,24.0887,0.9,0.0707
1,1,7.75,126.4971,32.608,1.0953,3.0136,3.6972,2.6738,13.669,7.1489,0.85,0.1414
1,1,7.5,126.9532,30.7713,-0.6394,2.3986,0.8968,3.2409,0.8042,10.5032,0.875,0.1299
1,1,7.875,130.6812,35.471,3.568,6.8179,29.4136,7.3318,865.1571,53.7556,0.8375,0.1576
1,1,7.75,128.5085,28.3224,-1.5985,2.6828,1.6748,4.5212,2.805,20.4416,0.9,0.0866
1,1,8,122.978,24.6337,1.1911,2.467,4.0134,3.1244,16.1072,9.7618,0.875,0.1392
1,1,7.25,141.2217,50.7745,-3.2962,0.7217,0.9583,3.8209,0.9183,14.599,0.925,0.0829
1,1,7.875,127.9153,31.8307,6.3982,8.336,36.0109,3.3642,1296.7876,11.318,0.7375,0.1409
1,1,7.375,138.5563,40.7236,-2.9248,1.5855,1.6269,2.5303,2.6469,6.4023,0.875,0.0661
1,1,7.75,132.0552,31.7613,-0.0522,0.1043,1.7059,0.6889,2.91,0.4745,0.9125,0.1364
1,1,7.375,132.6103,29.6856,-1.5425,0.5705,1.542,1.5516,2.3779,2.4076,0.9625,0.0484
1,1,8.125,121.3033,24.7682,-2.2829,2.7429,2.2031,2.8728,4.8536,8.253,0.8875,0.1166
1,1,7.875,124.2693,27.2625,-0.8494,3.8178,2.5231,7.1488,6.3661,51.1059,0.8375,0.1111
1,1,7.125,139.5023,41.3809,-0.8038,1.0426,1.0015,2.5235,1.003,6.3681,0.9625,0.0696
1,1,7.75,132.2073,24.7477,-2.289,3.5517,1.9274,7.1535,3.7149,51.1724,0.9,0.15
1,1,7.625,121.919,28.0569,3.676,4.8577,23.373,9.4092,546.299,88.5326,0.85,0.1
1,1,7.75,122.3632,23.7602,-2.4412,2.0128,2.2505,4.5054,5.0646,20.2988,0.875,0.109
1,1,7.75,120.0451,24.1519,-1.9116,-0.4091,1.0139,0.6324,1.028,0.3999,0.9125,0.0927
1,1,7.625,120.0688,24.5552,-7.1325,3.9672,6.2409,8.0467,38.9485,64.75,0.9125,0.1364
1,1,7.25,141.7753,37.3955,-1.2067,2.2871,2.145,2.7533,4.601,7.5806,0.8875,0.0927
1,1,7.75,124.6933,28.6702,-1.5955,4.51,7.8832,3.6906,62.1456,13.6205,0.8125,0.1452
1,1,7.625,123.7373,24.3721,-3.6049,1.8184,2.8278,2.8492,7.9965,8.1181,0.9,0.1118
1,1,8.125,118.9055,27.2719,3.7383,7.3776,32.1911,9.3163,1036.264,86.7939,0.8,0.1323
1,1,7.875,122.4905,24.2781,-3.491,2.1083,3.4037,4.2938,11.5848,18.4369,0.9,0.1118
1,1,8.125,116.138,24.2026,-3.1983,3.0731,4.174,2.3353,17.4224,5.4538,0.85,0.1225
1,1,7.125,135.6517,32.1528,-0.5666,2.6365,2.0197,4.6619,4.0794,21.7334,0.9,0.0707
1,1,8.375,119.5513,25.7323,-0.3478,2.0066,1.5212,4.1731,2.314,17.4145,0.8625,0.1218
1,1,8.125,126.7202,27.3252,2.7216,4.3207,3.6911,3.9857,13.6243,15.8859,0.8875,0.1053
1,1,7.375,121.9078,22.5688,-1.5086,2.4905,1.6409,3.8995,2.6926,15.2059,0.8625,0.0992
1,1,8.125,115.8958,27.0302,-0.7077,2.0322,1.0931,2.5182,1.1949,6.3413,0.9,0.0866
1,1,8,115.8267,23.6365,-2.5001,0.1836,1.2677,0.8543,1.6071,0.7298,0.975,0.0433
1,1,7.5,128.0008,29.0346,-2.9694,3.3836,2.3131,5.1178,5.3503,26.1915,0.8875,0.1536
1,1,8.25,121.5967,33.7933,11.287,7.5044,30.2342,5.3309,914.1038,28.418,0.7875,0.1364
1,1,7.5,131.9178,29.0234,0.3008,2.081,1.1177,2.7228,1.2493,7.4138,0.925,0.0661
1,1,7.875,122.8423,28.813,4.9983,6.632,25.0903,8.5632,629.5239,73.3288,0.8375,0.1409
1,1,7.75,117.9502,23.2453,5.9143,7.3389,25.3226,6.4272,641.2335,41.3086,0.775,0.1639
1,1,6.125,203.9035,67.0015,-3.0076,2.2735,3.4842,3.1843,12.1397,10.1398,0.9375,0.0992
1,1,6.75,161.934,55.0423,-3.3546,5.2874,4.6261,3.5195,21.4004,12.387,0.85,0.1118
1,1,7.375,118.8965,25.3832,-0.5345,1.3667,1.6843,1.7423,2.8367,3.0357,0.875,0.1299
1,1,8.5,118.4547,26.9339,-1.4727,0.2154,1.4146,1,2.0012,1,0.9375,0.1317
1,1,8.375,126.2268,27.0281,-0.0573,0.4257,1.5772,0.9984,2.4877,0.9967,0.9125,0.1053
1,1,8.125,121.886,25.5669,-1.9233,1.95,1.4708,2.3834,2.1632,5.6806,0.8875,0.0927
1,1,7.625,126.7002,25.1501,-2.7713,1.6306,1.4863,3.9449,2.2091,15.5622,0.95,0.0707
1,1,7.875,122.8133,22.7862,-0.6007,1.8663,0.6324,3.0877,0.3999,9.5337,0.875,0.109
1,1,7,150.316,45.4506,1.5751,1.1299,1.9124,1.8147,3.6575,3.2932,0.9125,0.0781
1,1,8.125,118.4378,27.4325,-0.812,1.4809,0.8309,1.7509,0.6904,3.0657,0.8625,0.1218
1,1,7.5,121.8012,22.8093,-2.7734,2.1006,1.54,2.7606,2.3717,7.6209,0.9,0.0707
1,1,7.875,132.9832,31.9801,11.1462,9.2488,38.8244,9.6407,1507.331,92.9426,0.775,0.1714
1,1,7.875,117.8886,22.7192,-0.4829,0.6946,0.6865,2.4726,0.4713,6.1136,0.925,0.1984
1,1,8,125.6147,32.1943,-1.3001,2.8139,2.8536,4.0275,8.1433,16.2205,0.8375,0.1654
1,1,7.5,132.6743,34.9665,0.0219,-0.1896,0.7827,0.9817,0.6126,0.9637,0.95,0.0707
1,1,7.75,128.9377,30.0721,1.1568,1.4694,1.3084,1.3648,1.7118,1.8626,0.8625,0.1576
1,1,7.875,126.2497,37.1936,16.632,14.3545,65.7524,26.6894,4323.3839,712.3241,0.75,0.1936
1,1,6.125,164.4667,67.1179,-1.5794,0.4513,2.0874,1.6779,4.3571,2.8154,0.9625,0.0696
1,1,7.625,131.4515,30.8075,-3.9598,2.9757,1.9653,2.312,3.8625,5.3452,0.85,0.1
1,1,8.625,116.6693,25.8054,-1.8281,1.4177,1.3304,2.948,1.7701,8.6909,0.925,0.0661
1,1,8.5,113.0267,22.8006,-0.2631,1.8445,0.8742,2.5731,0.7643,6.621,0.8625,0.1218
1,1,6.75,143.278,33.7107,0.3582,0.3385,0.6142,0.8864,0.3773,0.7858,0.9375,0.0857
1,1,7.875,118.7645,24.4195,-0.6173,4.3976,3.7982,5.3789,14.4267,28.9327,0.8125,0.1364
1,1,8,115.411,24.3153,0.0986,1.224,1.0474,0.898,1.0969,0.8064,0.95,0.0707
1,1,8,119.7011,24.1339,0.0381,1.9283,4.0791,3.487,16.6392,12.1593,0.875,0.1199
1,1,8.125,115.4913,20.7884,24.5923,12.266,54.1381,13.0135,2930.9358,169.3522,0.725,0.2046
1,1,7.5,124.8267,24.1949,-2.2106,3.1019,1.0176,3.8653,1.0355,14.9405,0.9375,0.0992
1,1,8.25,117.6967,25.9828,-1.1704,1.1769,2.3162,3.0118,5.3648,9.0708,0.875,0.0829
1,1,6.625,147.2825,45.7991,-1.4678,2.513,2.7674,3.1774,7.6582,10.0958,0.8625,0.0992
1,1,8.625,108.3451,16.9464,16.3737,10.9517,37.1457,12.0308,1379.7997,144.7392,0.725,0.192
1,1,7.75,133.3508,37.7976,-0.3808,1.2782,1.7761,2.8416,3.1546,8.0748,0.9125,0.1053
1,1,6.875,136.4185,29.586,19.7465,12.0063,37.6203,8.9049,1415.2859,79.2972,0.75,0.2062
1,1,7.5,132.4908,35.3934,0.1947,1.8072,1.5868,1.7684,2.518,3.1273,0.9125,0.0599
1,1,8.125,117.2137,22.6913,2.7259,4.3455,4.0259,4.5672,16.208,20.8589,0.825,0.1392
1,1,8.25,120.5577,30.3698,-6.3491,3.8758,2.3202,4.8065,5.3832,23.1026,0.8625,0.1576
1,1,8,131.544,33.492,-0.8,0.6964,1.8004,1.7877,3.2414,3.196,0.925,0.0829
1,1,8,118.1155,25.7198,-2.8348,0.7081,2.1429,1.6376,4.5922,2.6818,0.9,0.1225
1,1,8,117.9586,24.6032,-2.0555,1.3036,1.1944,1.7477,1.4267,3.0544,0.925,0.0661
1,1,7.625,124.3995,32.0794,-1.9388,0.6822,0.8586,3.4193,0.7373,11.6915,0.95,0.0707
1,1,7,141.0928,34.2912,0.0519,1.6331,3.135,2.3028,9.8282,5.3028,0.9375,0.0992
1,1,7.875,120.1167,32.5169,-0.3841,2.3752,2.4322,5.0603,5.9158,25.6067,0.9125,0.1364
1,1,7.625,124.4537,29.0209,-2.5556,1.3708,1.7886,2.1734,3.199,4.7237,0.875,0.0968
1,1,7.875,120.5908,28.9392,0.094,1.9178,2.3278,1.7866,5.4188,3.1919,0.925,0.1299
1,1,8,127.1208,33.1775,15.9216,10.788,30.2104,9.7922,912.6659,95.8879,0.7875,0.1965
1,1,7,140.6463,39.5982,-1.4208,0.7924,1.5469,2.5794,2.393,6.6533,0.925,0.0661
1,1,7.375,126.0553,34.2726,-1.9484,1.7441,1.8313,2.6599,3.3536,7.075,0.9125,0.1053
1,1,7.375,130.6687,28.2105,-0.185,0.5541,0.5793,1.1879,0.3356,1.4112,0.9375,0.0696
1,1,8.25,128.8856,33.6674,-1.522,0.1987,1.5591,1.3536,2.4309,1.8322,0.8875,0.1053
1,1,7.75,124.2915,33.2454,-1.299,1.066,2.2372,1.5994,5.0052,2.5581,0.9,0.0707
1,1,7.875,122.2838,31.7823,-3.7486,4.2874,3.7838,4.3723,14.3168,19.1171,0.825,0.1714
1,1,7.75,127.5712,23.6632,-3.2393,3.0857,4.8154,4.6492,23.1885,21.6151,0.825,0.1199
1,1,8.25,122.4926,26.6216,-1.3316,6.2838,15.7984,3.1531,249.5889,9.9421,0.8,0.1732
1,1,8.375,124.0505,33.4437,-0.7538,2.0599,2.4378,0.9148,5.943,0.8368,0.8875,0.1364
1,1,7.5,135.4767,41.0009,-1.612,2.1471,1.966,2.3574,3.865,5.5575,0.8875,0.1053
1,1,7.25,138.2427,33.7507,-0.6257,1.4064,2.0676,1.1381,4.2751,1.2953,0.8875,0.0927
1,1,7.75,127.6855,35.6247,-2.5433,1.595,1.949,4.2293,3.7985,17.8871,0.8875,0.1615
1,1,8.25,114.8334,23.7904,0.2034,0.2858,1.9437,0.9144,3.7781,0.8361,0.9375,0.0484
1,1,8.125,121.8706,28.8675,-2.3994,0.9784,0.9671,3.0798,0.9352,9.4854,0.975,0.0661
1,1,8.375,116.2563,32.9436,-0.6489,0.4973,2.6538,2.8754,7.0425,8.2677,0.9375,0.0857
1,1,8.125,116.309,23.4007,-3.1787,2.6347,2.2858,4.7569,5.2248,22.6281,0.875,0.0661
1,1,7.875,132.6765,35.4097,-1.0093,0.4094,0.7748,1.6916,0.6004,2.8615,0.875,0.109
1,1,8.125,119.2947,25.9547,0.0492,0.9873,1.195,2.2505,1.428,5.0649,0.9375,0.0696
1,1,7.625,127.1498,28.1503,0.5555,1.4811,1.3708,1.5076,1.8792,2.2727,0.875,0.1199
1,1,8.125,130.7384,28.9701,-0.3499,0.7379,0.931,1.0377,0.8667,1.0767,0.8625,0.1495
1,1,7.375,130.0957,31.5893,-0.8181,1.5724,2.0356,2.3536,4.1436,5.5395,0.9,0.1
1,1,8.875,107.5855,16.824,0.9024,2.767,2.7505,4.2649,7.5651,18.1897,0.8625,0.1317
1,1,8.25,120.7723,25.99,-0.032,0.4946,0.6672,0.8961,0.4451,0.803,0.9,0.0707
1,1,7.75,126.6798,29.7463,6.2656,5.1269,19.0372,6.5936,362.4158,43.475,0.775,0.1199
1,1,7.375,131.2992,26.1697,-1.5743,2.2465,0.9201,3.7573,0.8466,14.1171,0.875,0.0829
1,1,8.125,124.9905,27.8233,-1.7764,2.0197,3.4709,2.6663,12.0471,7.1093,0.925,0.0829
1,1,7.875,126.1127,31.0552,-0.8781,1.0914,1.4308,1.6934,2.0473,2.8676,0.95,0.05
1,1,7.25,134.2605,28.4847,-2.111,2.24,1.4486,4.4958,2.0984,20.2122,0.9,0.1
1,1,7.875,126.3999,22.8242,0.071,0.8742,0.9438,0.9018,0.8908,0.8133,0.9125,0.0927
1,1,8,128.2886,29.8957,-0.753,2.1842,0.6222,3.985,0.3872,15.8805,0.9375,0.0484
1,1,8.25,122.7035,29.4393,1.9273,6.4025,17.6623,5.1748,311.9552,26.7786,0.7875,0.1615
1,1,7.625,123.0463,32.6551,15.1683,12.5175,50.0644,10.7781,2506.4411,116.1673,0.75,0.1732
1,1,8.125,121.9113,30.7198,-1.451,2.0946,2.3825,5.5381,5.6764,30.671,0.9125,0.0927
1,1,8.5,113.6499,24.8555,-1.4356,-0.1316,0.7432,1.2875,0.5524,1.6576,0.9625,0.0992
1,1,7.75,126.7147,28.1478,-0.3425,0.8068,1.3696,1.7341,1.8758,3.0069,0.9125,0.0781
1,1,8,123.3247,26.0258,0.0444,0.8902,1.2855,1.5614,1.6525,2.4378,0.925,0.0829
1,1,7.75,127.7491,32.1607,-2.3529,2.5195,2.9825,4.8411,8.8951,23.4365,0.85,0.1323
1,1,7.375,124.359,27.5361,-0.0775,0.6453,0.9921,0.8032,0.9842,0.6451,0.9625,0.0696
1,1,7.875,120.389,27.1353,-2.096,1.2268,0.7101,1.9527,0.5043,3.8128,0.9125,0.0599
1,1,7.625,127.245,32.8063,-1.1797,2.4043,3.3289,4.034,11.0813,16.2729,0.9125,0.0927
1,1,8.375,119.0569,26.3563,-0.8965,2.0763,2.1116,4.7891,4.4589,22.9356,0.9125,0.0599
1,1,8.375,116.343,24.9991,1.0071,5.5315,17.5497,5.8724,307.9913,34.485,0.825,0.1392
1,1,8,121.116,24.4209,-0.3688,1.1493,2.6828,2.6765,7.1975,7.1639,0.925,0.0968
1,1,8,120.657,25.5186,3.5508,7.3716,21.5641,4.8377,465.0102,23.4035,0.7875,0.1691
1,1,8.25,120.0217,30.5459,-2.3243,1.7662,2.0992,5.3709,4.4068,28.8463,0.925,0.0661
1,1,8.25,119.281,29.7492,-2.8402,1.5266,2.5164,4.3509,6.3322,18.9307,0.9,0.0866
1,1,7.875,125.3915,31.2541,-2.2814,1.917,3.5162,3.555,12.3634,12.6381,0.9,0.0866
1,1,7.375,131.8568,29.1392,-3.4977,1.7738,1.3535,1.9496,1.8319,3.8009,0.8625,0.0857
1,1,7.25,126.0422,33.6545,1.6858,3.0399,5.0347,4.5372,25.3481,20.5859,0.85,0.1323
1,1,7.875,120.36,23.8661,-0.3792,1.1847,0.8188,2.548,0.6704,6.4925,0.875,0.0968
1,1,7.75,128.5195,27.6666,-3.3826,1.9439,1.5335,3.3438,2.3516,11.181,0.8875,0.1053
1,1,7.75,126.6062,30.0628,-1.075,3.0137,2.2553,5.4406,5.0866,29.5999,0.8875,0.1269
1,1,8,118.9383,26.6443,11.4536,12.1815,27.8278,13.645,774.3883,186.1872,0.75,0.1658
1,1,6.5,168.5305,74.0211,-1.6334,1.0741,1.8195,2.0332,3.3106,4.1338,0.9,0.1
1,1,7.5,124.172,21.3261,-0.4443,1.7313,0.4899,0.8055,0.24,0.6488,0.875,0.0968
1,1,7.375,125.7052,31.084,0.2681,2.8691,2.9373,4.4597,8.6278,19.8887,0.9,0.1
1,1,7.625,117.537,23.5536,-2.6007,1.6969,1.6016,3.7367,2.5652,13.9626,0.9375,0.0484
1,1,8.25,127.7476,29.4572,-3.055,1.4687,1.1154,2.7359,1.2442,7.485,0.85,0.1
1,1,8.125,116.7537,26.4657,-3.134,0.6043,3.9857,2.3952,15.8855,5.7371,0.9375,0.0696
1,1,8.625,118.2037,23.7289,-2.0874,3.3254,13.4659,6.9462,181.33,48.2493,0.9,0.1118
1,1,7.75,126.8773,23.7755,-3.4686,1.5604,2.0127,3.3832,4.051,11.4461,0.9125,0.0781
1,1,7.75,128.2798,26.8234,0.0291,1.965,2.1103,1.5039,4.4534,2.2617,0.9375,0.1218
1,1,8.25,117.2129,26.0347,1.0178,0.7892,1.6274,1.6897,2.6483,2.8551,0.9125,0.1166
1,1,7.75,119.8785,24.2011,-0.5281,-0.1798,1.2659,0.9122,1.6026,0.832,0.95,0.0866
1,1,8.375,120.9112,25.1335,4.5314,4.3061,22.8476,4.5322,522.0124,20.5411,0.7625,0.1576
1,1,7.875,129.9037,29.1898,-2.2066,0.8118,2.1173,1.1014,4.4829,1.2131,0.875,0.0968
1,1,8.25,122.6678,24.503,-0.1885,2.3693,2.2023,1.9393,4.8502,3.761,0.9375,0.0857
1,1,8.875,113.0025,23.9515,-3.8089,3.3557,2.0923,5.1767,4.3777,26.7983,0.9,0.1323
1,1,8,118.7925,21.5122,-0.1705,4.0358,3.3052,5.7549,10.9242,33.119,0.85,0.1118
1,1,8.875,111.4117,25.372,-0.7228,0.5714,1.1808,1.3955,1.3942,1.9473,0.9125,0.0599
1,1,7.875,131.1788,34.2099,0.3211,1.5445,0.7764,0.7321,0.6028,0.536,0.9125,0.0781
1,1,8.25,115.569,21.7878,-1.9425,2.2605,2.1979,2.99,4.8309,8.94,0.9125,0.1053
1,1,8.125,120.2993,29.3435,17.8318,11.3248,43.6068,10.1813,1901.5487,103.6589,0.7,0.2062
1,1,7.625,120.367,27.6548,-3.7543,1.0663,2.8341,2.4126,8.0323,5.8208,0.9625,0.0696
1,1,7.375,132.3827,28.6745,-0.3198,1.387,2.3988,2.6273,5.754,6.9029,0.9,0.0866
1,1,8,115.1277,21.5684,-0.2812,1.585,2.4982,3.5726,6.2412,12.7635,0.95,0.0866
1,1,8,118.7097,23.6666,10.6329,11.4915,9.5462,11.5541,91.1306,133.4983,0.6375,0.2176
1,1,7,132.8328,25.5401,4.5508,9.1925,25.8954,7.3179,670.5739,53.5514,0.8,0.1581
1,1,7.75,128.64,30.3158,0.2034,1.0484,2.3849,2.441,5.6875,5.9584,0.9625,0.0696
1,1,8.125,120.834,23.667,0.3021,1.9865,5.6488,5.0107,31.909,25.1074,0.875,0.109
1,1,7.5,132.2283,32.2027,0.0368,2.5441,3.6604,4.4624,13.3983,19.9128,0.8625,0.1728
1,1,8,115.3855,27.4477,14.2063,8.9603,36.0097,6.0913,1296.6949,37.1037,0.7625,0.1654
1,1,8,126.6015,32.2937,-0.7557,1.3905,1.0092,2.6888,1.0186,7.2295,0.8875,0.1166
