PD flag,PD proba,Stimulation proba (rounded),CTX rate (Hz),ISI mean (ms),ISI std (ms),,,
0,0.011,0,2.5,180.92,16.84,,,
0,0.046,0,2.5,169.87,16.36,,,
0,0.001,0,3.5,391.4967,42.8431,,,
0,0.017,0,3.5,281.49,36.4747,,,
0,0.132,0,2.375,148.1783,9.1505,,,
0,0.004,0,3.625,307.2133,73.8282,,,
0,0.002,1,6.125,137.0602,39.4555,,,
0,0.945,1,7.625,134.209,32.9307,,,
0,0.002,0,3.125,388.295,44.915,,,
0,0.006,1,6.25,147.2525,40.2962,,,
0,0.245,1,6.875,157.2987,49.8632,,,
0,0.008,1,6,157.7177,41.9737,,,
0,0.027,0,3.875,299.745,48.5135,,,
0,0.132,1,7,147.7513,46.7019,,,
0,0.201,1,7.125,144.195,41.5987,,,
0,0.008,0,3,233.29,6.92,,,
0,0.198,0,1.875,114.36,0.7,,,
0,0.012,0,3.5,272.3933,37.52,,,
0,0.004,0,2.75,200.05,12.59,,,
0,0,0,2.5,206.91,5.07,,,
0,0,0,2.375,190.38,5.98,,,
0,0,0,2.5,253.045,1.815,,,
0,0.009,1,6.375,149.7713,39.5159,,,
0,0.515,1,7.125,135.519,33.6744,,,
0,0.472,1,6.875,166.1647,60.6174,,,
0,0.175,1,7.125,143.1478,47.3312,,,
0,0.549,1,7.625,140.5953,44.5887,,,
0,0.032,1,5.875,160.2467,57.0091,,,
0,0.084,0,3.25,246.965,27.415,,,
0,0.181,1,7,147.1452,39.061,,,
0,0.006,1,5.125,159.2918,30.4996,,,
0,0.049,0,2.125,139.81,4.11,,,
0,0,0,2.375,186.51,0,,,
0,0.003,0,2.875,246.4333,13.7128,,,
0,0.982,0,4,209.79,33.7408,,,
0,0.418,1,7.125,131.9388,36.4756,,,
0,0.049,1,6.625,158.8993,40.3589,,,
0,0.017,1,6.375,143.2665,33.6458,,,
0,0.002,1,5.375,160.2808,45.3676,,,
0,0.1,0,1.75,92.8,0,,,
0,0.008,1,6.375,139.256,39.4095,,,
0,0.284,1,6.75,125.8382,29.1243,,,
0,0.003,0,3.25,279.845,22.4312,,,
0,0.048,1,6.625,140.694,36.3041,,,
0,0.371,1,7.25,143.296,39.8028,,,
0,0.079,0,3.875,277.7,44.8123,,,
0,0.004,1,6.25,141.8437,40.7715,,,
0,0.025,1,6.625,140.5045,41.1452,,,
0,0.201,1,7.125,140.2507,42.2289,,,
0,0.106,1,6.125,168.1252,48.2199,,,
0,0,0,2.625,256.375,3.215,,,
0,0.052,1,6.625,134.631,34.8947,,,
0,0.67,1,7.5,133.3448,40.0954,,,
0,0.558,0,3.625,237.1933,20.924,,,
0,0.02,0,3.5,291.0967,41.4447,,,
0,0.001,0,2.625,229.63,5.63,,,
0,0.033,0,3.625,329.2483,25.0995,,,
0,0.069,0,3.25,220.455,11.115,,,
0,0,1,5,129.0057,37.8763,,,
0,0.203,1,7,146.4912,51.1995,,,
0,0.006,1,6.25,145.8682,42.3099,,,
0,0.002,1,6,142.3707,32.3613,,,
0,0.086,1,6.875,144.7862,44.2103,,,
0,0.001,1,5.75,143.5383,47.2694,,,
0,0.994,0,4.25,213.5717,31.7018,,,
0,0.222,1,6.875,133.6872,32.6739,,,
0,0.003,1,6.125,144.7772,40.1469,,,
0,0.176,1,6.875,145.18,35.9785,,,
0,0.009,1,5.75,160.1317,51.4924,,,
0,0.007,1,5.75,156.3302,53.2003,,,
0,0.009,0,3,231.945,9.355,,,
0,0.09,1,6.5,149.956,50.1059,,,
0,0.414,1,6.5,173.4267,66.0142,,,
0,0.237,0,3.25,194.3667,22.6872,,,
0,0.335,0,4.25,246.86,61.4731,,,
0,0.952,0,3.875,212.1383,32.1518,,,
0,0.067,0,3.875,306.2633,20.8679,,,
0,0.028,0,3.5,341.1283,20.1931,,,
0,0.466,1,7.375,140.9123,40.8015,,,
0,0.114,0,2.875,190.525,27.125,,,
0,0.459,1,6.75,158.613,70.1454,,,
0,0.003,1,6,138.8468,31.2922,,,
0,0.054,1,6.5,151.4237,45.2615,,,
0,0.14,1,6.75,150.618,48.9682,,,
0,0.137,1,6.625,152.2537,50.4449,,,
0,0.057,0,2.5,159.0667,8.6706,,,
0,0.065,0,2.375,151.68,7.47,,,
0,0,0,2.75,265.665,11.505,,,
0,0,0,2.25,184.81,0,,,
0,0.008,1,6.375,143.274,39.7419,,,
0,0.131,1,6.875,153.1467,46.5654,,,
0,0.284,1,7.125,146.1245,38.7539,,,
0,0.009,1,6.25,146.7747,44.2568,,,
0,0.042,1,6.625,143.9708,37.4802,,,
0,0.364,1,7.125,149.7888,36.125,,,
0,0.042,0,2.25,147.165,5.195,,,
0,0.166,0,3.625,255.8367,27.0492,,,
0,0.256,0,3.375,228.4483,29.2581,,,
0,0.028,0,3.875,293.7933,52.756,,,
0,0.1,0,3.75,277.9467,36.8036,,,
0,0.012,0,2,140.01,0,,,
0,0.366,1,6.875,153.2895,30.264,,,
0,0.01,1,6.375,147.3898,38.2019,,,
0,0,0,2.375,208.835,15.0192,,,
0,0.18,1,7.125,143.1282,48.4239,,,
0,0.104,1,6.5,145.8887,23.3683,,,
0,0.031,0,3.125,248.3567,23.1722,,,
0,0.297,1,6.625,163.8707,57.1882,,,
0,0.004,1,6.25,137.1375,38.9361,,,
0,0.266,1,6.875,125.4193,33.2764,,,
0,0.004,1,6.125,143.3953,34.7608,,,
0,0.688,1,7.25,133.6793,33.2286,,,
0,0.983,1,7.625,131.8967,29.5623,,,
0,0,0,2.75,290.255,1.735,,,
0,0.183,1,6.75,165.0523,47.7109,,,
0,0.158,1,5.875,185.42,58.8323,,,
0,0.001,0,2.5,179.545,3.805,,,
0,0.09,0,2.625,200.49,55.5,,,
0,0.008,0,3.125,372.375,33.895,,,
0,0.119,0,3.25,235.395,46.355,,,
0,0.246,1,7,146.399,37.0031,,,
0,0.005,1,6.125,148.2903,42.6041,,,
0,0.085,1,5.875,171.4527,53.2452,,,
0,0.615,0,1.5,19.655,2.775,,,
0,0.509,1,6,193.1622,79.2266,,,
0,0.533,1,7,136.542,27.6738,,,
0,0,0,2.25,201.93,0,,,
0,0,0,2.625,241.305,4.175,,,
0,0.019,0,3.125,250.0017,14.5576,,,
0,0.02,1,6.375,138.4042,31.7943,,,
0,0.38,1,6.875,126.2475,30.711,,,
0,0.022,0,3,226.675,29.425,,,
0,0.087,1,6.75,146.0525,36.8542,,,
0,0.008,1,6.25,149.8043,41.1676,,,
0,0.011,1,6.375,140.7397,37.6078,,,
0,0.131,0,3.875,284.7883,25.9008,,,
0,0.044,0,3.625,278.8783,19.0191,,,
0,0.004,0,3.25,268.745,21.4108,,,
0,0.005,0,2.875,240.64,18.2739,,,
0,0.004,0,2.75,198.58,15.26,,,
0,0,0,2.5,242.96,15.13,,,
0,0,0,3,284,15.65,,,
0,0.001,0,2.625,189.3517,5.5971,,,
0,0.092,0,3.25,245.65,32.03,,,
0,0.072,0,3.25,240.635,19.875,,,
0,0.038,0,3.5,313.9383,40.4437,,,
0,0.002,0,3.125,268.6,14.24,,,
0,0.007,1,6.375,143.1403,42.9347,,,
0,0.388,1,7,142.7863,32.8485,,,
0,0.039,0,3.5,327.5033,27.3448,,,
0,0.147,0,3.875,281.635,25.8585,,,
0,0.001,0,3.125,282.5233,9.3804,,,
0,0.011,0,3.125,258.6217,22.92,,,
0,0.013,0,3.25,334.3067,39.9897,,,
0,0.066,0,3.25,237.07,16.68,,,
0,0.003,0,2.875,236.5983,7.5375,,,
0,0.021,1,6.375,133.0465,30.8527,,,
0,0.027,1,6.5,139.3467,35.2339,,,
0,0.121,0,3.75,280.8833,23.6159,,,
0,0.026,1,6.625,142.674,40.9412,,,
0,0.009,1,6.125,131.7692,26.1284,,,
0,0.008,0,2.875,202.66,11.6595,,,
0,0.826,0,3,175.995,37.177,,,
0,0.111,1,6.75,133.5038,33.804,,,
0,0.345,1,7,131.4753,33.2085,,,
0,0.001,0,2.75,252.695,7.345,,,
0,0.004,0,2.875,228.8133,8.2091,,,
0,0.082,0,3.75,279.6483,45.9624,,,
0,0,1,5.375,144.0812,32.3549,,,
0,0.003,1,5.625,159.3735,47.6639,,,
0,0.109,0,3.875,292.5017,22.5952,,,
0,0.009,0,3.875,312.12,60.6609,,,
0,0.007,0,3,249.7,11.51,,,
0,0.002,0,2.75,238.865,17.365,,,
0,0.058,0,3.875,282.5383,47.4035,,,
0,0.067,1,6.375,149.5603,52.9639,,,
0,0.037,1,6.625,140.0027,38.1049,,,
0,0.001,0,3.125,288.7717,23.4016,,,
0,0.002,0,2.75,218.46,10.57,,,
0,0.052,0,3.625,283.89,32.8009,,,
0,0.723,1,7.75,136.8284,43.7227,,,
0,0.087,1,6.875,153.7212,41.2429,,,
0,0.025,1,6.625,142.2352,43.9022,,,
0,0.003,1,6,132.8472,29.4288,,,
0,0.026,0,3,195.175,14.635,,,
0,0.004,1,6,151.2592,40.7897,,,
0,0.003,0,2.875,257.515,13.115,,,
0,0.011,1,6.25,156.4332,38.8608,,,
0,0.017,1,6.375,140.2467,33.6167,,,
0,0.068,0,2.875,177.33,12.49,,,
0,0.242,1,6.375,183.6247,52.5759,,,
0,0.004,1,6.125,144.9238,42.7866,,,
0,0.001,1,5.75,140.6505,40.6604,,,
0,0.446,1,7.25,144.8852,37.8038,,,
0,0.001,1,5.5,147.7495,36.7153,,,
0,0.001,0,2.625,224.26,3.87,,,
0,0.002,0,2.75,216.31,7.2,,,
0,0.022,1,6.25,153.6535,44.4277,,,
0,0.499,1,7.375,139.3138,40.307,,,
0,0.003,0,3.25,270.545,17.0935,,,
0,0.209,1,7.125,150.5628,48.9312,,,
0,0.4,1,7.25,142.0595,39.3079,,,
0,0.037,1,6.375,130.1993,26.6181,,,
0,0.012,1,6.125,156.2102,42.4654,,,
0,0.003,1,6,157.6903,31.8958,,,
0,0.001,1,5.625,130.1275,25.3949,,,
0,0.706,1,6.875,124.1438,25.693,,,
0,0.175,1,6.875,157.5743,47.3404,,,
0,0.001,0,2.75,252.09,4.44,,,
0,0.074,1,6.5,145.3023,26.5792,,,
0,0.031,1,6.625,135.7732,39.2558,,,
0,0.003,1,6.125,146.3503,36.6082,,,
0,0.002,1,6.125,138.0555,39.7023,,,
0,0.09,1,6.875,152.6755,42.9135,,,
0,0.035,0,3.125,226.1033,16.4044,,,
0,0.008,1,5.125,180.6292,50.8546,,,
0,0.084,1,6.875,141.7305,44.4793,,,
0,0.126,0,1.75,102.33,0,,,
0,0.004,1,5.375,169.3275,49.9368,,,
0,0.007,1,5.75,162.1157,46.7455,,,
0,0.021,0,2.5,167.31,9.24,,,
0,0.182,1,6.75,160.2058,47.9159,,,
0,0.024,0,3,209.025,19.2507,,,
0,0.065,0,3.625,293.6783,17.7001,,,
0,0.965,0,4.25,229.3633,23.3701,,,
0,0.031,1,6.125,171.2943,39.1501,,,
0,0.003,1,6.125,146.2968,36.2494,,,
0,0.149,0,4.25,256.8317,38.0788,,,
0,0.031,1,6.125,151.6637,55.012,,,
0,0.315,1,7,133.4147,34.649,,,
0,0.059,1,6.75,143.29,39.7284,,,
0,0.007,1,6.125,151.6293,41.512,,,
0,0.175,1,6.375,168.3225,50.4183,,,
0,0.222,1,6.875,148.0052,34.0235,,,
0,0.337,0,3.375,212.2817,32.1748,,,
0,0.169,1,7.125,148.0186,43.942,,,
0,0,1,5.625,141.9265,31.7773,,,
0,0.001,0,3.125,288.955,15.365,,,
0,0.108,1,6.875,149.9062,39.1924,,,
0,0.002,1,5.875,155.8392,33.3888,,,
0,0.001,0,2.625,215.895,1.985,,,
0,0.059,0,3.625,263.3517,25.2825,,,
0,0.011,1,6.375,141.81,37.2877,,,
0,0.002,1,5.625,164.0693,29.0647,,,
0,0.228,1,7.125,153.8752,39.1616,,,
0,0.024,0,3.875,323.5917,30.1724,,,
0,0.001,1,5.875,138.8858,33.5786,,,
0,0.004,1,5.75,157.151,44.9854,,,
0,0.646,1,5.5,204.1163,51.4124,,,
0,0.402,1,7,139.4351,31.9444,,,
0,0.601,0,3.625,222.205,18.3323,,,
0,0.127,1,6.875,148.701,47.9239,,,
0,0.001,0,2.625,232.655,27.925,,,
0,0.001,0,3.625,352.7217,78.1519,,,
0,0.04,0,3.625,311.5317,37.6695,,,
0,0.189,1,6.5,164.0382,49.4711,,,
0,0.181,1,6.375,162.7943,58.888,,,
0,0.072,1,6.625,145.7843,33.1604,,,
0,0.011,1,6.375,142.0455,45.4488,,,
0,0.253,1,6.875,133.2237,31.131,,,
0,0.271,1,7,139.612,36.6552,,,
0,0.015,1,6.5,143.1258,40.3109,,,
0,0.102,1,6.375,158.211,47.499,,,
0,0.007,1,6.25,147.2707,36.02,,,
0,0.21,1,6.625,159.129,52.2762,,,
0,0.131,1,7,144.546,41.5831,,,
0,0.546,1,6.875,125.1505,28.254,,,
0,0.003,1,6.125,143.2592,41.6199,,,
0,0.047,1,6.625,147.061,36.7292,,,
0,0.001,1,5.875,143.6337,39.6433,,,
0,0,1,5.375,155.7302,30.6722,,,
0,0.078,0,2.25,138.35,2.08,,,
0,0.123,1,7,151.2227,42.7301,,,
0,0.282,1,6.75,159.0428,54.9155,,,
0,0.009,1,6.25,139.318,32.3477,,,
0,0.016,1,6.25,138.7975,27.5123,,,
0,0.019,1,6.375,143.1422,32.4933,,,
0,0.232,1,6.5,167.2237,53.046,,,
0,0.001,1,5.75,149.774,31.3243,,,
0,0.75,1,7.5,142.5427,36.4391,,,
0,0.154,1,6.875,147.7533,49.6756,,,
0,0.003,1,6,147.9662,38.8264,,,
0,0.192,1,6.875,138.3855,34.8292,,,
0,0.327,1,7.25,145.182,40.5819,,,
0,0.186,1,6.75,150.203,56.3518,,,
0,0.146,1,7,151.7908,39.7426,,,
0,0.003,0,3.25,378.8433,46.9451,,,
0,0.008,1,6.125,148.0602,46.6909,,,
0,0.036,0,3.625,265.765,16.1115,,,
0,0.023,0,3,200.12,14.04,,,
0,0.016,0,3,208.9,11.8,,,
0,0.012,0,4.125,284.1817,68.0246,,,
0,0.816,0,3.875,242.5733,22.6054,,,
0,0.859,1,7.875,131.7522,42.6054,,,
0,0.012,1,5.625,160.6428,59.1652,,,
0,0.047,0,3.25,251.9467,18.7813,,,
0,0.002,1,6.125,138.745,38.464,,,
0,0,1,4.75,158.7858,52.0981,,,
0,0.162,0,3.125,190.165,20.505,,,
0,0.274,1,6.625,162.4487,56.4489,,,
0,0.026,0,3.5,335.3917,29.1033,,,
0,0.527,0,3.5,221.7383,34.1065,,,
0,0.538,0,2.25,123.43,5.03,,,
0,0.01,1,6.375,149.3322,40.9602,,,
0,0.156,1,6.5,161.4302,47.9376,,,
0,0.079,0,3.25,210.385,9.8052,,,
0,0.013,0,3,218.12,10.75,,,
0,0.003,0,2.75,201.3217,8.6665,,,
0,0.03,1,6.5,143.3907,46.916,,,
0,0.016,0,4.125,280.3733,61.8092,,,
0,0.022,0,3,199.64,13.3204,,,
0,0.001,1,4.75,174.2133,55.66,,,
0,0.002,1,5.5,158.0185,51.3263,,,
0,0.003,0,3.125,318.85,22.56,,,
0,0.079,1,6.25,157.1075,51.5195,,,
0,0.014,0,3,230.7617,17.8722,,,
0,0.525,1,7.375,142.7543,39.1711,,,
0,0.943,0,4.25,231.5617,41.4186,,,
0,0.039,1,6.625,154.183,38.4976,,,
0,0.114,1,6,168.4153,60.1944,,,
0,0.002,0,2.875,261.5683,16.0772,,,
0,0.193,1,6.875,137.5135,34.6405,,,
0,0.222,1,7,136.1948,38.3879,,,
0,0.029,1,6.5,136.1188,34.276,,,
0,0,0,2.375,241.3,0,,,
0,0.022,1,6.25,148.4525,49.5869,,,
0,0.022,1,6.625,141.2818,43.3169,,,
0,0.005,1,6,148.32,47.9113,,,
0,0.079,0,3.125,195.285,19.835,,,
0,0.001,1,5.75,145.9725,44.7096,,,
0,0.067,1,6.75,146.4622,38.9281,,,
0,0.095,0,4,277.1883,37.779,,,
0,0.504,1,7.125,134.0937,33.9049,,,
0,0.025,1,5.75,176.1348,39.6418,,,
0,0.012,1,6.375,140.9413,36.4726,,,
0,0.019,0,3.875,304.1333,52.8227,,,
0,0,1,5.5,143.5075,29.2865,,,
0,0.003,1,6.125,141.2767,37.0346,,,
0,0.036,0,3.5,304.13,23.0168,,,
0,0,1,5.25,149.4123,38.5983,,,
0,0.006,1,6,135.3988,23.8298,,,
0,0.014,1,6.5,142.5113,43.9391,,,
0,0.055,1,6.625,142.3867,35.3508,,,
0,0.016,0,2.875,190.79,14.63,,,
0,0.015,0,3,223.23,16.27,,,
0,0.007,1,6.125,148.5615,44.662,,,
0,0.071,1,6.875,161.4757,41.4888,,,
0,0.004,0,2.75,192.39,8.93,,,
0,0.003,1,6,132.8262,29.4704,,,
0,0.894,1,7.75,131.338,38.7096,,,
0,0.27,0,3,192.48,31.07,,,
0,0.858,0,3.75,226.5367,37.3553,,,
0,0.059,0,3.125,208.29,19.81,,,
0,0.038,0,4,273.705,58.4424,,,
0,0,0,2.875,283.3667,17.8889,,,
0,0.494,0,2.125,88.665,4.255,,,
0,0.053,0,4,275.5333,51.6119,,,
0,0.059,1,6.75,150.5898,40.5717,,,
0,0.014,1,6.5,141.5872,40.6093,,,
0,0.012,1,6.375,136.5332,35.9643,,,
0,0.035,0,3.125,235.8617,20.1219,,,
0,0.568,1,7.375,136.3548,39.2243,,,
0,0.422,1,6.875,157.5965,64.1473,,,
0,0.019,1,6.5,134.2133,38.069,,,
0,0.349,1,7,141.114,34.0949,,,
0,0.413,1,7.25,141.2745,39.1372,,,
0,0.058,0,4,289.2567,38.32,,,
0,0.198,1,6.75,128.6317,30.0851,,,
0,0.129,1,6.875,144.9723,38.6236,,,
0,0.255,1,7,150.2878,51.6905,,,
0,0.003,1,6,146.2588,46.7554,,,
0,0.376,1,7,137.0428,32.6359,,,
0,0.226,0,3.375,217.8067,19.1228,,,
0,0.058,1,5.875,160.4635,63.2151,,,
0,0.213,1,6,177.6602,64.1978,,,
0,0.002,0,2.75,212.745,8.755,,,
0,0.098,1,6.875,135.64,40.3579,,,
0,0.086,1,6.875,150.7825,41.8969,,,
0,0.034,0,3.625,266.6967,34.0676,,,
0,0.055,0,4.125,279.5067,44.0909,,,
0,0.009,0,3,236.37,11.12,,,
0,0.021,0,4,302.245,48.6365,,,
0,0.094,0,3.125,199.0533,24.2947,,,
0,0.003,1,5.625,158.0143,43.2367,,,
0,0.163,1,7.125,145.3293,43.594,,,
0,0.76,1,7.125,124.2908,31.6285,,,
0,0.001,0,2.625,214.465,13.105,,,
0,0.138,1,6.5,155.5695,53.6945,,,
0,0.077,0,4.375,263.9367,66.2409,,,
0,0.017,0,3,212.575,13.825,,,
0,0.025,0,3.625,298.645,58.345,,,
0,0.002,0,2.75,244.93,16.58,,,
0,0.004,0,2.875,232.815,10.875,,,
0,0.013,1,6.5,143.7933,41.0519,,,
0,0.013,1,6.375,144.2335,36.1865,,,
0,0.001,0,2.625,223.085,9.505,,,
0,0.003,0,2.875,228.0133,6.4254,,,
0,0.001,0,3.5,326.71,79.77,,,
0,0.252,1,6.875,132.8562,31.1062,,,
0,0.065,1,6.75,142.7202,38.984,,,
0,0.834,1,7.5,139.3678,34.0587,,,
0,0.645,0,4.375,240.5767,40.7844,,,
0,0.107,1,6.5,152.5048,50.9992,,,
0,0.488,1,6.625,122.3208,23.154,,,
0,0.655,0,4,247.9567,40.3422,,,
0,0.087,1,6.5,149.2462,50.6203,,,
0,0.02,1,5.875,155.4722,58.3046,,,
0,0.087,1,6.875,146.417,43.7844,,,
0,0.021,0,3.5,285.1417,31.1111,,,
0,0,1,5.5,145.4227,34.9838,,,
0,0.001,1,5.75,148.4413,36.2235,,,
0,0.073,0,4.25,264.2533,47.2753,,,
0,0.014,1,6.5,147.4588,41.1931,,,
0,0.167,1,4.5,224.0208,75.5241,,,
0,0.064,0,3.875,278.4983,48.5581,,,
0,0.038,1,6.25,152.223,50.0427,,,
0,0.078,1,6.375,152.8465,50.4662,,,
0,0.021,1,6.5,148.349,37.7841,,,
0,0.035,1,6.5,143.0992,33.3509,,,
0,0.017,0,3.5,274.9167,23.0119,,,
0,0.82,0,4.5,237.46,43.6009,,,
0,0.106,1,5.875,170.896,62.4579,,,
0,0.002,1,6,136.8582,34.1015,,,
0,0.001,0,2.25,168.455,1.285,,,
0,0.027,1,6.5,148.9413,36.0772,,,
0,0.533,0,2,114.855,9.025,,,
0,0.003,1,6,152.9753,31.5972,,,
0,0.119,1,6.75,130.8435,32.7399,,,
0,0.009,1,5.75,166.6818,42.4249,,,
0,0.084,1,6.625,146.3538,31.669,,,
0,0.076,1,6.625,150.0352,33.0912,,,
0,0.134,1,6.75,132.8177,31.7584,,,
0,0.175,1,7.125,145.8308,46.3331,,,
0,0.014,1,6.375,137.758,34.7412,,,
0,0.002,0,2.375,180.505,10.735,,,
0,0.546,1,7.375,145.5577,38.267,,,
0,0.469,1,7.375,137.2442,41.3159,,,
0,0.685,0,4.25,243.6167,35.3639,,,
0,0.001,1,5.875,140.2475,41.5091,,,
0,0.062,1,6.75,147.0633,43.5823,,,
0,0.108,1,6.875,149.4585,39.2424,,,
0,0.173,1,7.125,149.2753,44.5854,,,
0,0.003,1,6,143.8938,45.3592,,,
0,0.02,0,3.625,270.3667,58.0131,,,
0,0.118,1,7,146.3543,42.8369,,,
0,0.226,1,7,147.1047,51.8542,,,
0,0.001,0,2.625,225.15,27.35,,,
0,0.001,1,5.75,134.0272,31.9172,,,
0,0.86,1,7.5,136.2315,33.4744,,,
0,0,0,3,275.975,39.045,,,
0,0.012,1,6.375,137.3482,36.0423,,,
0,0.011,1,6.25,144.9742,46.7089,,,
0,0.012,0,2.75,178.0767,6.951,,,
0,0.016,1,6.25,139.1965,27.6399,,,
0,0.078,1,6.75,144.6475,37.6804,,,
0,0.147,1,6.25,164.8883,56.5379,,,
0,0.004,0,2.875,226.99,6.47,,,
0,0.001,1,5.875,138.3343,37.0136,,,
0,0.832,1,7.625,133.4008,37.9036,,,
0,0.008,1,6.25,131.0488,33.0765,,,
0,0.262,1,5.875,186.409,69.6084,,,
0,0.203,0,3,188.9867,25.6584,,,
0,0.978,0,4.5,226.7167,53.061,,,
0,0.029,0,3.125,251.32,31.28,,,
0,0.033,1,5.625,171.3623,55.9115,,,
0,0.002,0,3.5,352.0633,64.5233,,,
0,0.034,0,3.125,233.335,18.485,,,
0,0.001,1,5.375,159.0568,31.4833,,,
0,0.011,1,6.5,142.0983,42.0245,,,
0,0.024,0,3.125,238.21,13.79,,,
0,0.02,1,5.5,169.5425,59.3193,,,
0,0.165,1,7.125,142.3522,45.2547,,,
0,0.234,0,3.5,247.6517,17.4645,,,
0,0.015,0,3.5,336.2667,40.6696,,,
0,0.107,0,3.375,250.7383,29.076,,,
0,0.346,0,4,247.56,66.5943,,,
0,0.6,0,4,251.8633,30.3667,,,
0,0.026,0,3.125,248.1333,19.2895,,,
0,0.043,0,4.125,286.7533,43.0174,,,
0,0.042,0,3.125,228.33,21.0267,,,
0,0.083,0,3.625,260.7783,28.8158,,,
0,0.203,1,6.375,164.748,59.2207,,,
0,0.206,1,6.875,153.496,49.8275,,,
0,0.001,0,2.875,266.2,16.26,,,
0,0.013,0,3,238.355,19.545,,,
0,0.017,1,6.125,153.8658,46.6561,,,
0,0.002,1,5.5,157.8292,48.402,,,
0,0.214,1,7.125,152.608,48.4066,,,
0,0,1,4.75,165.4758,55.7635,,,
0,0.001,0,2.625,232.53,8.43,,,
0,0.309,1,7.375,145.6347,46.6343,,,
0,0.006,1,6.125,146.1162,30.6055,,,
0,0.036,0,3.875,284.2333,55.703,,,
0,0.001,0,3.125,273.405,13.045,,,
0,0.026,0,3.125,221.595,8.535,,,
0,0.005,0,2.875,249.315,23.345,,,
0,0.026,1,6.5,135.979,35.2958,,,
0,0.002,1,5.75,147.5015,43.4975,,,
0,0,0,3,290.24,17.22,,,
0,0,0,2.25,267.835,0.695,,,
0,0.125,0,3.25,219.4033,24.1678,,,
0,0.003,0,3,262.565,13.1539,,,
0,0.246,1,7,143.542,37.4438,,,
0,0.034,1,6.5,135.5172,32.8973,,,
0,0.043,0,3.875,280.5233,55.3032,,,
0,0.149,1,6.5,159.1583,49.0019,,,
0,0.064,1,6.5,160.579,42.2377,,,
0,0.21,0,3,199.88,35.4081,,,
0,0.034,0,4.125,276.9333,56.583,,,
0,0.001,1,5.875,144.6067,37.0753,,,
0,0.006,1,6.25,142.4835,36.4008,,,
0,0.036,0,3.125,242.4417,25.0542,,,
0,0.225,1,7.25,142.7918,45.578,,,
0,0,1,4.875,162.1282,56.1527,,,
0,0.059,1,6.75,143.165,45.0394,,,
0,0.01,1,6.375,137.8433,37.8792,,,
0,0.993,1,7.625,133.3635,25.925,,,
0,0.232,1,6.75,153.6628,57.9274,,,
0,0.005,1,6.125,150.1343,40.2875,,,
0,0.122,1,6.75,156.3303,45.9492,,,
0,0.007,0,3,249.765,10.655,,,
0,0.003,1,5.875,148.9255,43.3573,,,
0,0.278,1,7,142.8375,36.5639,,,
0,0.079,0,4,264.0467,52.7804,,,
0,0.007,1,6.125,132.1552,27.4515,,,
0,0.011,1,6.125,154.9045,42.6377,,,
0,0.091,1,6.875,147.3475,45.3831,,,
0,0.014,1,6.5,138.1382,40.4675,,,
0,0.001,0,3.5,366.1617,62.74,,,
0,0.425,0,2.625,152.6267,14.1095,,,
0,0.002,0,2.625,190.8833,9.4159,,,
0,0.003,1,6.125,142.1448,43.9354,,,
0,0.001,1,5.25,151.3492,58.2148,,,
0,0.91,0,3.75,198.7517,30.0787,,,
0,0.046,1,6.5,161.1108,33.3087,,,
0,0,1,5.75,140.8022,34.7543,,,
0,0.57,0,3.25,187.2733,25.7057,,,
0,0.761,1,7.375,144.5395,32.9801,,,
0,0.114,1,7,144.0442,42.5891,,,
0,0,0,2.625,267.23,13.92,,,
0,0.002,1,5.75,144.9628,23.8775,,,
0,0.292,1,7.375,141.523,45.4784,,,
0,0.063,0,2.75,172.75,12.2229,,,
0,0.006,0,3.5,372.7283,25.3412,,,
0,0.022,1,6.5,134.4738,36.4595,,,
0,0.004,1,6,148.3515,45.0481,,,
0,0.001,0,3.625,351.4683,65.791,,,
0,0.024,1,6.375,130.7748,29.3034,,,
0,0.164,1,7.125,147.9833,42.8254,,,
0,0,0,2.5,219.275,2.405,,,
0,0.136,1,7,145.5148,41.1956,,,
0,0.025,1,6.375,138.2107,29.6148,,,
0,0.161,1,7,151.9763,39.0543,,,
0,0.006,0,3,258.0733,18.5079,,,
0,0.049,0,3.125,223.15,23.58,,,
0,0.003,0,2.75,223.985,15.665,,,
0,0.021,1,6.375,148.621,44.6282,,,
0,0.046,1,6.75,141.718,41.5528,,,
0,0.035,0,3.75,311.0867,37.3517,,,
0,0.001,1,5.5,152.3657,38.296,,,
0,0.43,1,7.375,146.9172,40.6455,,,
0,0.003,0,3.25,275.355,25.5989,,,
0,0.464,1,7.25,151.527,55.5318,,,
0,0.013,1,6.375,147.21,36.4723,,,
0,0,0,2.625,256.365,6.335,,,
0,0.75,0,4.125,245.3417,32.1353,,,
0,0,0,3.75,359.2833,83.7347,,,
0,0.99,0,4.25,219.7533,32.2552,,,
0,0.051,0,4,279.1383,49.544,,,
0,0.007,0,3.375,291.135,41.445,,,
0,0,0,2.5,255.63,3.45,,,
0,0.016,0,3.125,243.25,8.48,,,
0,0.075,1,6.75,152.715,38.1625,,,
0,0.006,1,6.125,140.7565,30.8542,,,
0,0.998,0,4.875,217.3075,42.1662,,,
0,0.143,0,3.875,261.7267,46.8823,,,
0,0.091,0,3.25,238.975,25.235,,,
0,0.021,0,3,235.575,37.115,,,
0,0,0,2.375,192,10.09,,,
0,0.752,0,3.5,194.3817,28.2166,,,
0,0.001,0,3.125,275.15,39.6204,,,
