PD flag,PD proba,Stimulation proba (rounded),CTX rate (Hz),ISI mean (ms),ISI std (ms),,,
0,0.027,1,6.375,130.0872,28.0413,,,
0,0.248,1,7,130.6398,37.067,,,
0,0.011,1,6.375,133.6333,36.4535,,,
0,0.134,1,7,147.7228,47.3776,,,
0,0.137,0,3.375,246.185,18.875,,,
0,0.125,1,7,147.2645,41.4789,,,
0,0.002,1,6,134.9475,32.7842,,,
0,0.006,0,3.375,277.6833,14.7843,,,
0,0.789,0,3.875,244.2833,26.7582,,,
0,0.052,0,3.875,290.0467,43.5209,,,
0,0.098,0,3.25,242.02,30.47,,,
0,0.006,0,1.875,142.635,2.185,,,
0,0,0,2.875,277.47,25.22,,,
0,0.004,0,2.75,202.55,14.55,,,
0,0.016,1,6.25,129.1673,26.992,,,
0,0.026,1,6.625,146.4183,41.2659,,,
0,0.975,0,4.25,229.5533,32.0074,,,
0,0.146,0,4.125,266.6033,33.2972,,,
0,0.026,0,4,282.8917,60.3024,,,
0,0.016,0,2.25,149.34,1.28,,,
0,0.386,1,7.25,142.0333,39.6309,,,
0,0.064,1,6.75,150.6482,43.5528,,,
0,0.09,0,4,280.055,36.5782,,,
0,0.102,1,6.875,139.7355,40.2154,,,
0,0.003,1,6.125,141.2433,37.1242,,,
0,0.01,1,6.25,144.1322,47.1882,,,
0,0.002,0,2.5,178.235,3.135,,,
0,0,0,3,290.74,6.4544,,,
0,0.059,0,3.875,292.5417,38.7353,,,
0,0.014,1,6.25,148.4037,45.2323,,,
0,0.1,1,5.875,171.7698,58.3309,,,
0,0.001,1,5.875,139.5562,36.8299,,,
0,0.001,1,5.875,147.1463,34.6081,,,
0,0.169,0,2.75,167.275,14.235,,,
0,0.004,1,6.125,133.9032,33.3044,,,
0,0.045,1,6.625,136.8575,36.5647,,,
0,0,0,2.625,276.25,5.22,,,
0,0.179,1,7.125,154.6793,43.8208,,,
0,0.005,1,6,150.5583,43.9075,,,
0,0.131,0,3.875,263.4317,46.5758,,,
0,0.01,1,5,179.7703,66.9697,,,
0,0.005,1,6.25,141.3388,38.806,,,
0,0.087,0,3.25,240.265,24.335,,,
0,0.041,0,3.5,319.7483,33.7495,,,
0,0.021,0,3,204.4167,14.2914,,,
0,0.075,1,6.75,143.6433,37.9475,,,
0,0.01,1,6.375,139.677,37.5609,,,
0,0.011,0,3,212.4833,5.6891,,,
0,0.08,0,3.5,257.1517,27.9402,,,
0,0.105,1,6.75,133.1753,34.3141,,,
0,0.015,1,6.125,163.9665,39.0004,,,
0,0.168,0,3.875,264.2133,37.2,,,
0,0.026,1,5.75,168.4965,50.8517,,,
0,0.045,1,6.75,143.4098,41.8379,,,
0,0.007,1,6.125,138.6062,29.0687,,,
0,0.06,1,6.5,127.0552,29.2523,,,
0,0.002,0,2.25,166.17,3.46,,,
0,0.019,0,2.625,174.69,10.56,,,
0,0.006,0,2.875,237.9567,21.6219,,,
0,0.001,1,6,142.845,37.0886,,,
0,0.033,1,6.5,137.2887,33.1058,,,
0,0.867,0,3.875,238.755,38.9795,,,
0,0.017,1,6.5,148.5227,41.7652,,,
0,0.148,1,6.875,137.5487,37.1099,,,
0,0,0,2.375,242.36,2.61,,,
0,0.001,0,2.5,183.39,4.4,,,
0,0.013,0,2.5,180.45,17.22,,,
0,0.085,0,3.75,303.88,21.755,,,
0,0.004,0,2.875,247.485,17.595,,,
0,0.013,1,5.625,168.4117,50.1653,,,
0,0.018,1,4.875,163.255,34.1978,,,
0,0.037,0,3.5,327.185,29.3042,,,
0,0.045,1,6.5,133.4907,30.0063,,,
0,0.004,1,6,151.0747,39.1543,,,
0,0.92,0,3.875,215.7017,20.722,,,
0,0.067,1,5.75,173.704,53.9504,,,
0,0.003,1,6,151.9658,30.308,,,
0,0.122,1,6.875,151.8887,46.4994,,,
0,0.05,1,6.25,129.1875,22.1314,,,
0,0.045,0,3.25,240.1067,10.4236,,,
0,0.013,0,3,243.565,20.335,,,
0,0.001,0,2.75,237.075,10.595,,,
0,0.006,1,6,153.7218,41.6139,,,
0,0.002,1,5.75,157.7053,33.166,,,
0,0.001,1,5.75,136.2373,26.0137,,,
0,0.031,1,6.625,145.738,39.8451,,,
0,0.002,0,3.75,322.6217,77.1226,,,
0,0.001,1,5.75,142.9138,30.2061,,,
0,0.001,1,5.375,154.12,42.7006,,,
0,0.011,1,6.375,136.6725,37.0642,,,
0,0.001,1,6,137.795,36.9029,,,
0,0.001,0,2.75,232.845,4.915,,,
0,0.194,0,4.5,259.795,67.1884,,,
0,0.073,0,3.25,239.9933,19.7341,,,
0,0,1,5.5,139.5742,32.8297,,,
0,0.302,1,7.125,144.8045,57.677,,,
0,0.219,1,6.875,139.9905,33.5509,,,
0,0.003,1,6,153.5315,33.4318,,,
0,0.004,0,2.875,247.995,18.125,,,
0,0.31,1,6.625,126.3925,24.798,,,
0,0.62,1,7.25,141.041,34.4872,,,
0,0.039,0,3.5,304.5417,26.4222,,,
0,0.126,1,7,147.532,45.0625,,,
0,0.001,1,5.5,154.1037,46.1164,,,
0,0.037,0,4.125,259.795,63.9729,,,
0,0.015,1,6.375,144.409,34.9658,,,
0,0.13,1,6.25,166.1558,49.339,,,
0,0.001,0,2.875,262.235,7.785,,,
0,0.003,1,6,138.248,31.2352,,,
0,0.003,1,5.625,159.8878,42.0903,,,
0,0.843,0,2.25,110.1,11.24,,,
0,0.803,1,7.625,135.2743,38.6887,,,
0,0.007,1,6.125,142.6468,28.9424,,,
0,0.981,1,7.875,131.1392,34.868,,,
0,0.042,0,3.625,273.145,24.5111,,,
0,0.001,1,5.75,146.6972,41.3145,,,
0,0.005,1,6.25,133.9413,37.1572,,,
0,0.004,0,4,335.1383,55.2634,,,
0,0,1,5,155.2992,41.3448,,,
0,0.426,1,7,148.0195,32.0055,,,
0,0.203,1,6.875,136.4745,34.0029,,,
0,0.017,1,6.5,142.8492,44.6288,,,
0,0.352,1,7.125,149.9087,54.249,,,
0,0.065,1,6.75,150.1518,43.7798,,,
0,0.044,0,3.875,306.71,32.6223,,,
0,0.886,0,2.75,144.02,17.04,,,
0,0.719,1,7.125,146.8767,28.5097,,,
0,0.94,1,7.25,125.4348,27.9371,,,
0,0.024,1,6.5,140.9053,36.4505,,,
0,0.265,1,6.75,158.2207,53.987,,,
0,0.008,1,6.375,137.0147,39.2148,,,
0,0.006,1,6.25,144.3312,42.9681,,,
0,0.001,0,2.625,246.81,16.99,,,
0,0.102,1,6.625,171.2195,38.8729,,,
0,0.3,1,7.125,142.393,38.9124,,,
0,0.001,0,2.75,243.89,8.16,,,
0,0.098,0,3.25,230.4983,22.1201,,,
0,0.088,0,4,279.8017,37.1083,,,
0,0.002,1,5.375,162.0165,47.1716,,,
0,0.002,1,5.625,153.7173,40.1479,,,
0,0.086,1,6.75,147.7515,37.0953,,,
0,0,1,5.75,138.6455,35.1908,,,
0,0.081,0,3.875,272.4117,48.6007,,,
0,0.248,0,3.625,251.1517,17.1477,,,
0,0,0,2.625,251.29,2.5,,,
0,0.038,1,6.5,138.9025,32.0925,,,
0,0.001,1,5.75,147.6042,37.4431,,,
0,0.966,0,4.375,228.8533,31.4874,,,
0,0.005,0,2.75,192.8433,13.6206,,,
0,0.001,0,2.625,205.685,15.135,,,
0,0.001,0,2.625,220.645,2.675,,,
0,0.002,0,3.125,419.6867,24.667,,,
0,0.001,0,2.875,265.16,12.77,,,
0,0.009,0,4,287.4617,68.1379,,,
0,0.092,1,6.375,153.2065,54.4601,,,
0,0.001,1,5.375,155.6527,41.1269,,,
0,0.016,0,3.375,263.2367,16.618,,,
0,0.082,1,6.875,145.7495,41.997,,,
0,0.566,1,7.375,140.9245,38.5443,,,
0,0.009,0,3.75,341.07,40.0878,,,
0,0,0,2.75,278.71,11.15,,,
0,0.637,1,7.375,136.3733,37.6205,,,
0,0.117,1,6.5,157.0258,47.4642,,,
0,0.955,0,4,209.455,12.5008,,,
0,0.014,1,6.5,147.7018,40.9166,,,
0,0.125,1,7,153.3817,42.6893,,,
0,0.019,1,6.25,164.8072,37.0417,,,
0,0.011,1,6,154.5492,47.855,,,
0,0.034,0,3.125,233.8417,18.6862,,,
0,0.103,0,3.125,212.98,36.63,,,
0,0.16,1,7.125,143.9267,43.4088,,,
0,0.136,1,6.625,156.734,47.6177,,,
0,0.133,1,6.625,150.6445,52.6984,,,
0,0.01,1,6.25,140.7775,31.8222,,,
0,0.01,0,3.375,287.54,27.26,,,
0,0.004,1,6,147.363,47.2481,,,
0,0.812,1,7.5,138.417,35.0724,,,
0,0.012,1,6.375,144.2377,36.7377,,,
0,0.023,1,6,156.3493,52.443,,,
0,0.003,1,6.125,139.0525,36.538,,,
0,0,1,5.5,145.0573,32.6751,,,
0,0.005,1,6.125,138.4103,31.312,,,
0,0.422,1,7,130.6965,31.828,,,
0,0.003,0,3.25,287.7883,38.7805,,,
0,0,1,5.625,138.947,36.9343,,,
0,0.002,1,6.125,142.4053,38.9189,,,
0,0.017,0,1.5,61.435,0.375,,,
0,0,0,2.75,317.6883,2.6263,,,
0,0.007,0,3.25,312.55,29.55,,,
0,0.001,0,2.375,177.205,5.435,,,
0,0.089,1,6.875,150.4707,43.1156,,,
0,0.184,1,6.75,139.2684,29.1909,,,
0,0.003,1,5.5,161.8227,47.7926,,,
0,0.03,0,3.375,330.485,35.105,,,
0,0.033,0,3.5,317.395,40.595,,,
0,0.771,0,3.5,200.0017,33.7559,,,
0,0.022,1,6.5,150.513,41.8041,,,
0,0.001,1,5.75,140.7597,33.3137,,,
0,0.005,1,6.125,138.339,31.8668,,,
0,0.358,1,7.25,137.677,40.9931,,,
0,0.007,0,3.375,287.795,37.995,,,
0,0.085,1,6.875,147.555,42.6674,,,
0,0.341,1,6.75,160.1898,61.2153,,,
0,0.001,0,2.375,173.89,1.18,,,
0,0.001,1,5.5,158.7877,32.2735,,,
0,0.063,1,6.625,151.5325,44.111,,,
0,0.196,0,3.375,226.9417,19.3099,,,
0,0.008,1,6.25,151.3743,40.2198,,,
0,0.095,1,6.375,156.1947,49.273,,,
0,0.004,0,3.625,328.47,70.0676,,,
0,0.039,0,4.125,261.3058,57.4858,,,
0,0.002,1,6.125,138.081,41.6754,,,
0,0.006,1,5.875,159.5825,39.8226,,,
0,0.016,0,3,239.89,25.69,,,
0,0.001,1,5.875,145.4162,36.5534,,,
0,0.005,1,4.875,175.7317,73.2493,,,
0,0.124,1,7,154.358,40.4002,,,
0,0.3,1,7.375,143.5845,46.0785,,,
0,0.007,1,6,154.7538,43.3263,,,
0,0.14,0,4,260.955,43.5476,,,
0,0.182,1,6.875,140.2893,35.4218,,,
0,0.081,1,6.875,138.1197,45.3462,,,
0,0,1,5.125,153.037,40.5507,,,
0,0.001,1,5.75,134.2592,29.2605,,,
0,0.071,1,6.375,151.407,51.3458,,,
0,0,0,2.375,221.585,11.665,,,
0,0.014,1,6.5,141.2043,40.4305,,,
0,0.025,1,6.5,131.4715,35.0694,,,
0,0.016,0,3.5,263.3933,51.5119,,,
0,0.004,1,6.25,134.4093,39.2889,,,
0,0.925,1,7.625,131.716,35.1634,,,
0,0,0,3,290.255,15.925,,,
0,0.101,1,6.875,146.8347,47.0222,,,
0,0.248,1,7.25,141.6935,43.2956,,,
0,0.003,1,6.125,140.1707,35.3974,,,
0,0.004,0,3.625,341.385,58.1316,,,
0,0.004,1,6.125,128.3948,32.6323,,,
0,0.127,1,7,150.949,44.1486,,,
0,0.046,0,3.625,285.92,41.2625,,,
0,0.043,0,3.125,235.335,26.8814,,,
0,0.009,1,5.75,161.2027,49.2793,,,
0,0.019,1,6.625,139.5183,43.0785,,,
0,0,0,2.75,303.575,11.835,,,
0,0.186,1,7.125,135.7098,43.4757,,,
0,0.002,1,5.5,159.2515,46.1678,,,
0,0,0,2.875,280.0683,11.3444,,,
0,0.308,0,2.25,144.275,17.015,,,
0,0.177,0,3.625,253.52,13.3035,,,
0,0.058,0,3,196.265,23.065,,,
0,0.428,0,3.5,212.77,18.0779,,,
0,0.216,0,2.375,137.36,4.07,,,
0,0.17,0,3.5,250.76,31.6283,,,
0,0.002,0,3.125,268.2483,31.9286,,,
0,0.083,1,5.75,172.7267,60.0376,,,
0,0.176,1,7.125,146.816,46.0601,,,
0,0.329,0,3.5,235.665,19.225,,,
0,0.069,1,5,221.4885,104.8075,,,
0,0.499,1,7.125,143.8028,33.9917,,,
0,0.021,0,3.125,254.15,23.92,,,
0,0.57,1,7.375,141.1833,38.425,,,
0,0.003,1,5.5,162.2552,44.4715,,,
0,0.013,1,6.5,143.1215,43.2225,,,
0,0.093,1,6.875,148.0525,45.8886,,,
0,0.011,1,6.25,132.3102,30.0045,,,
0,0.002,0,2.75,233.755,11.535,,,
0,0.665,1,7.625,137.4598,42.3517,,,
0,0.138,1,6.25,164.5943,54.9324,,,
0,0.018,0,3.125,254.8,21.19,,,
0,0.006,0,3.75,321.7167,64.0594,,,
0,0.002,0,2.5,180.205,6.795,,,
0,0.002,1,5.625,154.2308,38.7838,,,
0,0.112,1,6.75,131.771,33.4961,,,
0,0,0,2.5,212.96,5.26,,,
0,0.494,0,3,173.1283,20.3532,,,
0,0.007,0,3.125,260.315,13.1589,,,
0,0.033,0,3.625,322.8,32.0862,,,
0,0.199,0,3.375,227.4617,19.822,,,
0,0.044,0,4.125,276.7633,80.6397,,,
0,0.001,0,2.75,229.6933,4.9772,,,
0,0.021,0,3.125,253.015,33.1217,,,
0,0.017,0,1.5,58.08,0,,,
0,0.007,0,3.75,314.425,67.9487,,,
0,0.107,0,3.75,283.2667,36.8031,,,
0,0.002,0,3,333.415,20.315,,,
0,0.014,0,4,305.7467,53.4013,,,
0,0.001,0,3,321.51,19.84,,,
0,0.75,0,3.625,210.5767,28.8893,,,
0,0.013,0,3.375,300.57,26.49,,,
0,0.001,0,2.625,201.325,4.565,,,
0,0.118,0,2.75,170.55,14.44,,,
0,0,0,2.5,214.62,10.4,,,
0,0,0,2.375,212.62,13.91,,,
0,0.64,0,4.625,242.92,42.939,,,
0,0.003,0,2.875,237.0833,6.6298,,,
0,0.001,0,3.25,395.4417,46.2911,,,
0,0.007,0,4.125,291.7233,93.5591,,,
0,0.003,0,3.625,326.245,74.435,,,
0,0.017,0,3,214.3567,14.0912,,,
0,0.008,0,2.875,208.6383,14.8841,,,
0,0.045,0,4.125,288.775,40.4191,,,
0,0,0,2.5,203.1167,3.0706,,,
0,0.039,1,6.625,139.1845,37.7751,,,
0,0.024,1,6.25,153.8543,44.5969,,,
0,0.109,1,6.5,153.294,50.0134,,,
0,0.01,1,6.25,143.3553,47.6899,,,
0,0.041,0,2.75,189.1467,23.4301,,,
0,0.242,0,3.375,236.0083,35.2498,,,
0,0.002,0,3.625,340.905,71.8666,,,
0,0,1,5.625,142.0242,37.1599,,,
0,0.001,1,6,135.7057,37.0264,,,
0,0.005,1,6,158.3097,34.9698,,,
0,0.343,1,6,187.2728,72.1212,,,
0,0.001,1,5.625,149.4193,47.4393,,,
0,0,1,5.25,155.1508,36.2757,,,
0,0.137,1,6.875,150.7312,37.534,,,
0,0.401,1,7.125,135.1355,37.1264,,,
0,0.415,1,7.125,147.7583,35.2538,,,
0,0.031,1,5.875,164.1832,51.8895,,,
0,0.001,1,6,138.3575,39.3573,,,
0,0.004,1,6,149.3067,43.8592,,,
0,0.023,1,6.375,131.9768,29.8234,,,
0,0.027,1,6.375,150.8047,44.6903,,,
0,0.003,1,6.125,135.4025,35.8956,,,
0,0.149,1,6.625,151.0695,55.9728,,,
0,0.05,1,6.5,139.5538,29.5791,,,
0,0.196,1,6.75,128.8075,30.0557,,,
0,0.078,1,6.625,130.0812,30.5953,,,
0,0.03,1,6.5,132.5573,33.5409,,,
0,0.911,1,7.75,134.8597,36.5529,,,
0,0.017,1,6.375,148.991,34.5174,,,
0,0.048,1,6.5,155.125,42.8094,,,
0,0.004,1,6.25,142.6598,39.0602,,,
0,0.152,0,4.375,252.9833,40.9894,,,
0,0.224,1,6.875,133.6207,32.587,,,
0,0.055,1,6,165.7757,49.4166,,,
0,0.002,0,3.625,327.9783,77.3943,,,
0,0.227,1,6.875,127.8582,33.2271,,,
0,0.013,1,6.5,144.5513,41.1957,,,
0,0.009,0,3.375,266.7233,14.7743,,,
0,0.029,1,6.375,136.3013,27.9957,,,
0,0.011,1,6.25,129.6968,30.1827,,,
0,0.039,0,4,295.655,41.4199,,,
0,0.344,0,3.75,251.0033,40.2736,,,
0,0.1,0,2.75,180.24,21.7177,,,
0,0.021,0,3.375,257.325,52.6664,,,
0,0.001,0,3.25,401.155,43.735,,,
0,0.001,0,2.625,211.265,3.705,,,
0,0.107,1,6.75,132.4627,34.0042,,,
0,0.917,1,7.375,128.0108,32.0645,,,
0,0.088,1,6.875,152.8885,42.123,,,
0,0.001,1,5.875,132.0087,32.3304,,,
0,0.004,1,6.125,144.801,43.3176,,,
0,0.48,1,7,130.976,30.7181,,,
0,0.01,1,6.5,132.9637,42.7834,,,
0,0.004,1,6,142.8277,27.13,,,
0,0.014,1,6.25,142.48,28.9819,,,
0,0.092,0,3.25,235.7517,23.4749,,,
0,0.164,1,6.75,136.4908,30.1232,,,
0,0.037,0,3.625,298.1533,50.6781,,,
0,0.121,1,6.75,153.944,46.7278,,,
0,0.004,1,6,148.9278,43.8038,,,
0,0,0,2.75,269.56,13.34,,,
0,0.131,1,6.875,158.0725,45.4219,,,
0,0.002,1,6,147.4352,33.0256,,,
0,0.02,1,6.625,135.9065,42.4186,,,
0,0.959,1,7.75,140.129,31.74,,,
0,0.016,0,3,247.915,31.625,,,
0,0.167,1,6,171.2405,67.1468,,,
0,0.235,1,6.625,162.2807,50.9263,,,
0,0.494,0,2,92.14,9.99,,,
0,0.055,1,6.75,145.3905,42.6783,,,
0,0.951,1,7.25,128.9365,25.7119,,,
0,0.335,0,1.625,41.335,1.435,,,
0,0.038,1,6.5,142.8492,32.6223,,,
0,0.004,1,6.125,149.9842,37.1595,,,
0,0.147,0,3.25,205.525,21.255,,,
0,0,1,5.125,149.285,45.6728,,,
0,0.046,0,3.625,287.62,44.06,,,
0,0,1,5.5,147.695,30.2447,,,
0,0.012,1,6.25,145.3177,30.6594,,,
0,0.004,0,2.875,239.855,15.105,,,
0,0.014,1,6.5,139.959,40.276,,,
0,0.01,1,6.125,139.05,25.9768,,,
0,0.02,1,6.625,141.0198,42.7979,,,
0,0.035,1,6.625,138.1947,38.5875,,,
0,0.009,0,2.875,202.4733,14.9483,,,
0,0.674,1,7.375,139.201,36.2559,,,
0,0.351,1,7.125,150.6782,36.293,,,
0,0.028,1,6.5,139.1478,35.0615,,,
0,0,1,5.5,145.914,29.7031,,,
0,0.093,0,3.25,245.21,33.61,,,
0,0.725,1,7.25,139.3977,31.904,,,
0,0.363,1,6.5,161.233,71.7536,,,
0,0.002,1,6,144.652,33.5821,,,
0,0.029,1,6.5,131.4045,33.886,,,
0,0.152,0,4,264.66,37.4942,,,
0,0.005,1,6.125,156.3748,33.1684,,,
0,0.002,1,5.875,140.5842,25.7775,,,
0,0.019,1,6.375,147.2147,45.0129,,,
0,0,0,2.875,281.53,12.18,,,
0,0.002,0,2.75,221.47,10.29,,,
0,0.005,1,6.25,142.5772,43.7648,,,
0,0.492,0,3.375,190.8417,22.3623,,,
0,0.012,1,6.5,139.5595,41.2614,,,
0,0,1,5.25,133.7792,35.4803,,,
0,0.185,0,3.375,246.165,26.655,,,
0,0.032,0,3.875,294.53,49.5047,,,
0,0.025,1,6.625,144.8083,41.2125,,,
0,0.352,1,7.125,149.5837,54.979,,,
0,0.009,1,6.125,138.1517,26.1276,,,
0,0.022,1,6.375,146.5315,31.7811,,,
0,0.424,1,7.125,143.3577,35.7583,,,
0,0.001,1,5.875,140.1053,34.4639,,,
0,0.016,1,6.5,144.9743,39.5795,,,
0,0.942,1,4.75,142.6592,22.9167,,,
0,0.004,1,5.625,165.5017,37.8746,,,
0,0.014,1,6.5,146.646,41.761,,,
0,0.001,1,5.5,158.8818,31.8815,,,
0,0.008,1,6.375,129.5458,39.1121,,,
0,0,1,5.625,141.2252,31.8098,,,
0,0.004,1,6,135.4417,27.867,,,
0,0.128,1,6.625,151.4072,49.7582,,,
0,0,0,2.375,244.255,2.065,,,
0,0.031,1,6.625,141.3272,39.6219,,,
0,0.054,1,6.75,139.6122,40.2429,,,
0,0.084,1,6.75,147.457,37.2768,,,
0,0.008,1,6.125,140.7752,28.1898,,,
0,0.068,1,5.75,170.772,57.7161,,,
0,0.228,1,6.875,153.9287,50.4973,,,
0,0.004,1,5.75,155.6293,46.9111,,,
0,0.001,1,5.75,147.76,37.6508,,,
0,0.086,1,5.875,169.254,58.6069,,,
0,0.001,1,5.75,145.8813,35.9729,,,
0,0.016,1,6.5,142.851,39.6254,,,
0,0.055,1,6,169.4712,44.7648,,,
0,0,0,3,296.18,7.51,,,
0,0.261,1,6.625,162.1075,55.185,,,
0,0,1,4.5,242.1658,117.5825,,,
0,0.295,1,5.75,190.7267,74.9976,,,
0,0.024,1,6.625,144.1152,41.6793,,,
0,0.695,0,3.625,229.7967,47.1053,,,
0,0.002,1,5.875,144.3062,30.3342,,,
0,0.048,1,6.625,153.3525,41.7603,,,
0,0.211,1,6.75,153.0622,55.2483,,,
0,0.008,1,6.25,150.1463,42.044,,,
0,0.232,1,6.375,124.4175,20.0659,,,
0,0.001,1,5.875,130.876,36.3205,,,
0,0.234,1,6.75,159.728,49.7088,,,
0,0.003,1,6.25,140.1957,41.3446,,,
0,0.005,1,6.125,149.7412,41.3273,,,
0,0.038,1,6.625,143.7917,38.2564,,,
0,0.006,0,2.375,166.1333,5.058,,,
0,0.018,1,6.375,153.8027,34.4764,,,
0,0.006,1,6.125,141.5057,30.5794,,,
0,0.001,0,3,269.15,18.95,,,
0,0.002,1,6,138.9838,34.6958,,,
0,0.157,1,6.875,146.2925,50.3683,,,
0,0.003,1,6,146.6675,43.5599,,,
0,0.052,1,6.625,134.8732,34.927,,,
0,0.129,1,6.875,155.1367,45.7332,,,
0,0.001,1,5.25,158.6357,41.1931,,,
0,0.737,1,7.125,145.342,27.3988,,,
0,0.004,1,5.75,155.77,49.5153,,,
0,0.073,0,2.375,179.355,32.125,,,
0,0.143,1,6.25,172.226,48.9703,,,
0,0.004,0,2.375,172.76,7.73,,,
0,0.062,0,3.625,300.91,37.6272,,,
0,0.001,0,2.625,240.13,8.69,,,
0,0.009,1,6.25,155.8295,37.4698,,,
0,0.016,0,3.125,234.1033,4.4444,,,
0,0.248,0,3.875,257.5267,43.2193,,,
0,0.048,1,6.625,142.2428,36.3166,,,
0,0.143,1,6.875,138.4102,37.435,,,
0,0.001,1,5.875,149.0793,33.8839,,,
0,0,0,2.25,229.755,19.035,,,
0,0,1,5.25,143.2542,29.472,,,
0,0.031,1,6.5,146.8648,45.1071,,,
0,0,0,2.75,267.785,9.915,,,
0,0.003,0,2.875,253.8183,11.2938,,,
0,0.007,0,3,256.515,13.8678,,,
0,0.006,0,2.875,217.985,12.225,,,
0,0.004,1,6,156.288,34.7259,,,
0,0.014,1,6.125,152.463,46.2983,,,
0,0.027,1,6.5,141.0398,35.6082,,,
0,0.227,1,7.25,143.2738,45.7944,,,
0,0.001,0,2.625,195.425,10.395,,,
0,0.15,0,3.25,203.9867,21.1323,,,
0,0.001,1,5.75,136.4028,28.9924,,,
0,0.058,1,6.625,138.0308,34.2519,,,
0,0.311,1,6.5,166.9718,62.7968,,,
0,0.002,1,6,145.4342,39.1079,,,
0,0.012,0,4.125,283.2367,63.0099,,,
0,0.237,0,3.375,230.1267,26.8455,,,
0,0.194,1,6.5,162.648,51.7802,,,
0,0.004,1,6.25,143.3025,39.3694,,,
0,0.978,0,4,205.1325,24.5694,,,
0,0.012,1,6.25,137.5695,29.8751,,,
0,0.511,1,7.375,138.894,40.1169,,,
0,0.096,1,6.75,152.459,45.6679,,,
0,0.013,1,6.25,146.0663,47.0387,,,
0,0.985,1,7.625,129.9518,29.9997,,,
0,0.005,1,6.25,145.4855,38.9865,,,
0,0.488,1,7.125,142.318,34.4807,,,
0,0.007,1,6.25,132.151,34.1165,,,
0,0,1,5.5,145.37,29.56,,,
0,0,1,5.375,133.7435,28.2635,,,
0,0.008,1,6.25,143.0105,46.0085,,,
0,0.009,0,3.375,342.2783,48.4997,,,
0,0.009,1,6.375,145.956,42.4999,,,
0,0.199,0,2.875,172.535,15.615,,,
0,0.859,1,7.5,135.6665,33.6273,,,
0,0.046,0,3.625,319.415,27.197,,,
0,0.796,0,4.375,236.5883,41.0264,,,
0,0.037,1,6.625,136.7407,38.0012,,,
0,0.002,1,5.5,158.8073,49.0524,,,
0,0,0,2.125,181.375,3.755,,,
0,0.001,1,5.75,145.5515,46.6545,,,
0,0.303,1,6.875,155.8723,54.7944,,,
0,0.003,0,2.75,210.965,11.665,,,
0,0.407,1,6,194.0342,72.3393,,,
0,0.001,1,5.625,143.9083,40.2274,,,
0,0.052,0,4,279.5833,48.8162,,,
0,0.003,1,6.25,139.0222,41.7898,,,
0,0.171,1,7.125,144.1812,46.0079,,,
0,0.594,1,7.375,142.0033,37.7329,,,
0,0.503,1,7.625,143.0073,45.2362,,,
0,0.053,1,6,159.5138,56.8326,,,
0,0.024,1,5.625,170.8595,53.3951,,,
0,0.001,1,5.625,150.005,34.8194,,,
0,0.355,1,6.875,133.4173,28.3923,,,
0,0.025,0,3.625,265.3217,50.0402,,,
0,0.844,1,7.375,135.2411,31.9671,,,
0,0.001,1,5.875,135.6635,37.1621,,,
0,0.134,1,7,153.1252,45.3188,,,
0,0.002,1,5.5,157,45.2743,,,
0,0.054,1,5.875,162.954,58.9641,,,
0,0.027,1,6.625,144.4938,43.1544,,,
0,0.001,1,5.5,146.7963,44.4514,,,
0,0.001,0,2.5,196.9683,13.9306,,,
0,0.135,1,6.875,135.3537,37.7677,,,
0,0.938,1,7.75,137.0307,34.289,,,
0,0.001,1,5.5,149.1258,44.1226,,,
0,0.004,1,6,149.3507,44.5062,,,
0,0.939,1,7.75,139.3672,33.4773,,,
0,0.048,1,6.75,136.402,40.9399,,,
0,0.257,1,7.125,149.0715,39.0404,,,
0,0.008,1,6.125,148.369,45.7797,,,
0,0.041,1,6.625,148.5908,37.9325,,,
0,0.002,1,5.25,164.48,52.2249,,,
0,0.044,1,6.125,159.0648,49.3552,,,
0,0.005,1,6.125,147.1538,32.0693,,,
0,0.012,1,6.375,132.8662,35.7187,,,
0,0.058,1,6.625,135.3567,34.0519,,,
0,0.03,1,6.5,134.7212,33.824,,,
0,0.041,0,3.125,210.155,13.3337,,,
0,0.001,1,5.5,158.2817,33.4459,,,
0,0.008,1,5.875,152.0858,54.1216,,,
0,0.035,1,6,163.2423,48.0835,,,
0,0.063,1,6.75,152.47,42.2366,,,
0,0.005,1,6.25,147.5872,39.2254,,,
0,0.064,0,3,187.42,16.14,,,
0,0.044,1,6.25,148.6812,56.1506,,,
0,0.023,1,6.125,155.5895,47.3728,,,
0,0.001,1,5.375,156.3383,39.8372,,,
0,0.224,1,6.875,153.7068,50.4174,,,
0,0.1,1,6.625,133.5517,28.5915,,,
0,0.016,1,4.875,185.593,51.6653,,,
0,0.013,1,6.375,128.9537,34.8573,,,
0,0.065,1,6.625,140.8217,33.5306,,,
0,0.002,1,6,147.6297,33.4159,,,
0,0.059,1,6.625,133.006,33.6408,,,
0,0.008,1,6.375,145.836,40.2716,,,
0,0.014,1,6.375,152.5842,36.0853,,,
0,0,1,5.5,143.146,45.2474,,,
1,0.994,1,8.125,130.1183,35.4971,,,
1,1,1,8,121.1032,20.7941,,,
1,0.999,1,7.875,129.9423,26.5196,,,
1,0.999,1,8.125,124.0627,31.7105,,,
1,0.909,0,4.5,231.0267,20.4658,,,
0,0.274,1,7,136.0025,36.3737,,,
0,0.003,1,5.75,155.1263,47.02,,,
