Rate (Hz),ISI mean (ms),ISI std  (ms),PD,STIMU
8,123.06,26.7839,1,1
7.875,127.5835,31.462,1,1
7.875,122.977,22.6215,1,1
8.375,119.685,23.6631,1,1
8.375,116.36,21.486,1,1
7.625,128.384,26.9984,1,1
8.375,121.9949,29.4217,1,1
8,125.5684,27.3546,1,1
8.125,125.4803,29.6379,1,1
8,116.8687,27.794,1,1
7.375,129.0338,33.2629,1,1
7.375,130.5742,29.5983,1,1
7.875,124.6347,31.6135,1,1
8.5,118.0308,34.1985,1,1
8.875,115.5174,25.1648,1,1
7.875,129.3278,31.6098,1,1
8.125,127.7702,28.5937,1,1
7.5,136.8252,38.8703,1,1
7.75,130.3887,32.7326,1,1
7.625,119.7848,30.6307,1,1
7.75,123.7468,25.7312,1,1
7.875,117.2814,25.0522,1,1
6.375,166.0638,50.8427,1,1
7.25,127.6468,28.6888,1,1
7.75,127.6638,33.6992,1,1
7.625,125.7022,25.3239,1,1
7.125,140.3635,37.8154,1,1
8.25,122.9927,34.8966,1,1
7.75,122.8455,28.2766,1,1
8.375,124.2678,35.0979,1,1
7.75,122.6322,22.5221,1,1
7.875,120.5618,24.4907,1,1
7.5,123.234,28.8689,1,1
8.5,120.0691,21.176,1,1
6.875,144.974,35.5208,1,1
7.75,124.4552,25.6594,1,1
7.625,125.7518,30.5162,1,1
8.5,115.7482,20.601,1,1
7.75,120.4885,25.235,1,1
7.5,132.353,35.401,1,1
7.75,126.4517,33.2845,1,1
8.25,124.7477,30.9423,1,1
7.5,137.0565,33.8384,1,1
7.375,130.6443,35.4834,1,1
8.125,123.5917,28.8442,1,1
7.125,132.6775,35.831,1,1
7.25,127.6406,30.5661,1,1
7.25,129.7192,21.0002,1,1
7.75,129.0293,28.6398,1,1
7.875,124.7873,26.9779,1,1
6.75,134.7713,28.2686,1,1
8.125,126.254,28.8808,1,1
7.375,128.0442,27.0518,1,1
7.25,151.3192,55.3047,1,1
6.5,153.7545,46.5433,1,1
7.875,127.3967,36.1559,1,1
7.75,119.5228,22.6068,1,1
8,119.8847,24.7581,1,1
6.875,134.2968,34.8711,1,1
7.5,126.929,33.3584,1,1
8.125,127.1305,30.5136,1,1
6.625,139.301,30.3076,1,1
7.875,119.8792,26.7415,1,1
7.75,120.2448,24.3593,1,1
7.5,129.4983,38.6822,1,1
7.25,130.836,30.3299,1,1
8.375,115.4563,25.7248,1,1
8.125,117.9513,25.2288,1,1
8.75,111.5617,22.5321,1,1
6.5,155.8702,48.796,1,1
6.5,155.1508,57.267,1,1
8.125,120.058,27.3629,1,1
7.875,120.8158,28.4605,1,1
7.75,122.6425,26.8749,1,1
7.25,140.8078,35.3819,1,1
9.125,115.0518,29.9563,1,1
7.875,128.2392,33.3478,1,1
6.875,143.0033,41.1551,1,1
7.75,126.0662,31.7505,1,1
6,180.0708,71.1311,1,1
8.625,119.2559,28.6272,1,1
7.625,117.0517,21.3775,1,1
8,120.6052,26.9452,1,1
7.25,131.1243,28.6653,1,1
7.625,137.2055,41.3227,1,1
7.5,128.8577,30.0515,1,1
8,123.9997,29.7576,1,1
8.125,117.6802,27.0224,1,1
7.375,122.575,27.5788,1,1
8.125,121.4248,28.8194,1,1
7.625,124.7157,27.5804,1,1
9.5,110.1879,26.7484,1,1
7.75,123.6395,26.6399,1,1
8.125,121.246,25.1378,1,1
7.875,121.5813,25.9734,1,1
7.25,130.5605,30.7317,1,1
8.5,112.5706,26.0658,1,1
7.5,120.1235,28.0402,1,1
7.625,127.3497,29.7058,1,1
7.625,128.54,30.842,1,1
7.125,134.4352,30.1621,1,1
8.125,119.5,23.3247,1,1
8.25,119.9928,30.2251,1,1
7.25,130.7308,33.998,1,1
7.875,119.8712,24.465,1,1
8,122.0948,29.1495,1,1
8.25,117.3293,24.6146,1,1
7.5,125.5253,27.623,1,1
7.875,126.3068,29.8349,1,1
8.5,120.4576,27.4919,1,1
8.125,121.3153,31.0588,1,1
7.75,123.58,25.0746,1,1
8,121.071,26.9189,1,1
7.875,121.7445,26.4494,1,1
8.125,121.5177,26.3133,1,1
8.375,120.1305,25.1934,1,1
7.875,126.917,30.654,1,1
7.625,129.2577,32.6325,1,1
7.625,123.2678,32.9805,1,1
7.75,125.8507,29.7788,1,1
8,120.793,23.7687,1,1
7.5,132.4765,34.4949,1,1
8,119.6435,28.3081,1,1
7.375,128.324,34.9734,1,1
7.875,135.822,33.677,1,1
8.25,119.9876,19.9827,1,1
9.125,117.5839,23.4713,1,1
7.625,122.8071,24.066,1,1
6.625,162.0952,51.634,1,1
7.5,126.6433,22.2086,1,1
7.625,119.9393,27.751,1,1
8.375,119.5542,25.6354,1,1
8.375,122.9457,30.4391,1,1
8.125,125.704,27.4354,1,1
7.625,122.1422,25.4237,1,1
7.5,129.3288,28.8349,1,1
8,122.1862,24.6361,1,1
7,137.2402,38.0798,1,1
7.75,122.157,25.8431,1,1
7,139.4568,25.6362,1,1
7.125,134.1865,36.2401,1,1
6.875,150.4188,38.5579,1,1
7.75,122.6859,26.1912,1,1
4.625,134.87,21.0767,1,1
7.375,136.8992,34.0663,1,1
7.75,127.149,30.0002,1,1
7.75,127.2473,31.8493,1,1
8.125,119.3127,29.5579,1,1
7.875,118.935,25.9351,1,1
7.625,133.5995,37.4523,1,1
8,128.5997,31.1338,1,1
7.875,121.8513,26.2856,1,1
8.5,121.738,29.2444,1,1
8,126.504,31.0992,1,1
7.375,121.1732,28.2837,1,1
7.5,121.6593,28.489,1,1
8.125,117.721,24.9035,1,1
8.375,116.0375,29.3806,1,1
7,143.6113,39.024,1,1
6.75,152.6728,46.1741,1,1
8.25,126.879,30.8619,1,1
8.125,124.768,27.9465,1,1
8.25,114.7343,21.985,1,1
8.25,118.6058,27.2365,1,1
7.625,131.9642,25.0929,1,1
6.625,136.312,29.6384,1,1
7.625,127.3582,31.2107,1,1
7.625,126.1955,29.2246,1,1
8,126.853,32.2269,1,1
8.125,124.3973,26.9109,1,1
7.25,131.8358,33.9494,1,1
8.25,119.7597,29.2801,1,1
8,122.6657,34.1244,1,1
8.125,118.0547,27.9211,1,1
7.125,122.4495,29.3346,1,1
7.5,122.6107,32.1431,1,1
8.125,125.9721,29.8459,1,1
5.375,202.4788,95.9358,1,1
8.375,121.9143,26.1222,1,1
6.75,140.1212,29.1245,1,1
7.25,137.5147,40.3354,1,1
7.875,119.5673,21.1973,1,1
7.75,123.0423,26.3974,1,1
8.5,117.1153,28.3085,1,1
7,133.158,26.5806,1,1
7.25,125.368,24.92,1,1
6.875,142.223,32.858,1,1
7.75,124.652,29.9941,1,1
8.375,117.0859,26.475,1,1
6.5,155.834,44.6715,1,1
8.125,123.6829,28.6517,1,1
7.75,123.612,27.4438,1,1
8.25,118.6258,28.1894,1,1
7.875,128.8432,28.3208,1,1
7.875,119.102,27.9937,1,1
8.25,120.1365,25.7723,1,1
8.375,107.0467,18.6499,1,1
8.25,126.9197,22.5474,1,1
7.75,120.2795,23.5282,1,1
8.25,117.1604,23.8794,1,1
7.25,129.4572,32.7001,1,1
7.625,128.96,37.2731,1,1
7.875,122.093,24.5581,1,1
8.25,118.7332,32.9008,1,1
7.75,121.7767,23.4672,1,1
7.875,123.2758,32.979,1,1
8.25,124.827,31.7577,1,1
7.625,122.967,28.9075,1,1
7.75,126.1805,28.3312,1,1
8.125,123.9743,27.5999,1,1
8.25,120.1774,28.3347,1,1
8.125,120.3776,25.3709,1,1
7.375,126.4537,29.0653,1,1
7.875,113.0423,20.5221,1,1
7.75,125.0547,32.3387,1,1
7.75,119.1348,24.696,1,1
7.5,127.2173,28.8488,1,1
7.5,125.449,33.113,1,1
8.5,109.9445,19.5608,1,1
8.375,112.8057,19.3668,1,1
7.75,130.629,28.2633,1,1
8,118.7192,22.4502,1,1
6,190.4187,90.9363,1,1
8,119.1317,25.4644,1,1
7.375,132.718,33.023,1,1
7.625,128.5302,29.485,1,1
7.875,120.1937,23.0078,1,1
7.875,124.7923,34.7693,1,1
7,139.3617,29.3299,1,1
7.75,122.8893,29.6805,1,1
8.375,120.8763,26.577,1,1
6.75,157.0003,49.3332,1,1
7.75,127.496,28.2305,1,1
7.875,130.9493,33.5921,1,1
7.5,119.8947,23.816,1,1
7,128.9735,23.8482,1,1
7.75,126.4971,32.608,1,1
7.5,126.9532,30.7713,1,1
7.875,130.6812,35.471,1,1
7.75,128.5085,28.3224,1,1
8,122.978,24.6337,1,1
7.25,141.2217,50.7745,1,1
7.875,127.9153,31.8307,1,1
7.375,138.5563,40.7236,1,1
7.75,132.0552,31.7613,1,1
7.375,132.6103,29.6856,1,1
8.125,121.3033,24.7682,1,1
7.875,124.2693,27.2625,1,1
7.125,139.5023,41.3809,1,1
7.75,132.2073,24.7477,1,1
7.625,121.919,28.0569,1,1
7.75,122.3632,23.7602,1,1
7.75,120.0451,24.1519,1,1
7.625,120.0688,24.5552,1,1
7.25,141.7753,37.3955,1,1
7.75,124.6933,28.6702,1,1
7.625,123.7373,24.3721,1,1
8.125,118.9055,27.2719,1,1
7.875,122.4905,24.2781,1,1
8.125,116.138,24.2026,1,1
7.125,135.6517,32.1528,1,1
8.375,119.5513,25.7323,1,1
8.125,126.7202,27.3252,1,1
7.375,121.9078,22.5688,1,1
8.125,115.8958,27.0302,1,1
8,115.8267,23.6365,1,1
7.5,128.0008,29.0346,1,1
8.25,121.5967,33.7933,1,1
7.5,131.9178,29.0234,1,1
7.875,122.8423,28.813,1,1
7.75,117.9502,23.2453,1,1
6.125,203.9035,67.0015,1,1
6.75,161.934,55.0423,1,1
7.375,118.8965,25.3832,1,1
8.5,118.4547,26.9339,1,1
8.375,126.2268,27.0281,1,1
8.125,121.886,25.5669,1,1
7.625,126.7002,25.1501,1,1
7.875,122.8133,22.7862,1,1
7,150.316,45.4506,1,1
8.125,118.4378,27.4325,1,1
7.5,121.8012,22.8093,1,1
7.875,132.9832,31.9801,1,1
7.875,117.8886,22.7192,1,1
8,125.6147,32.1943,1,1
7.5,132.6743,34.9665,1,1
7.75,128.9377,30.0721,1,1
7.875,126.2497,37.1936,1,1
6.125,164.4667,67.1179,1,1
7.625,131.4515,30.8075,1,1
8.625,116.6693,25.8054,1,1
8.5,113.0267,22.8006,1,1
6.75,143.278,33.7107,1,1
7.875,118.7645,24.4195,1,1
8,115.411,24.3153,1,1
8,119.7011,24.1339,1,1
8.125,115.4913,20.7884,1,1
7.5,124.8267,24.1949,1,1
8.25,117.6967,25.9828,1,1
6.625,147.2825,45.7991,1,1
8.625,108.3451,16.9464,1,1
7.75,133.3508,37.7976,1,1
6.875,136.4185,29.586,1,1
7.5,132.4908,35.3934,1,1
8.125,117.2137,22.6913,1,1
8.25,120.5577,30.3698,1,1
8,131.544,33.492,1,1
8,118.1155,25.7198,1,1
8,117.9586,24.6032,1,1
7.625,124.3995,32.0794,1,1
7,141.0928,34.2912,1,1
7.875,120.1167,32.5169,1,1
7.625,124.4537,29.0209,1,1
7.875,120.5908,28.9392,1,1
8,127.1208,33.1775,1,1
7,140.6463,39.5982,1,1
7.375,126.0553,34.2726,1,1
7.375,130.6687,28.2105,1,1
8.25,128.8856,33.6674,1,1
7.75,124.2915,33.2454,1,1
7.875,122.2838,31.7823,1,1
7.75,127.5712,23.6632,1,1
8.25,122.4926,26.6216,1,1
8.375,124.0505,33.4437,1,1
7.5,135.4767,41.0009,1,1
7.25,138.2427,33.7507,1,1
7.75,127.6855,35.6247,1,1
8.25,114.8334,23.7904,1,1
8.125,121.8706,28.8675,1,1
8.375,116.2563,32.9436,1,1
8.125,116.309,23.4007,1,1
7.875,132.6765,35.4097,1,1
8.125,119.2947,25.9547,1,1
7.625,127.1498,28.1503,1,1
8.125,130.7384,28.9701,1,1
7.375,130.0957,31.5893,1,1
8.875,107.5855,16.824,1,1
8.25,120.7723,25.99,1,1
7.75,126.6798,29.7463,1,1
7.375,131.2992,26.1697,1,1
8.125,124.9905,27.8233,1,1
7.875,126.1127,31.0552,1,1
7.25,134.2605,28.4847,1,1
7.875,126.3999,22.8242,1,1
8,128.2886,29.8957,1,1
8.25,122.7035,29.4393,1,1
7.625,123.0463,32.6551,1,1
8.125,121.9113,30.7198,1,1
8.5,113.6499,24.8555,1,1
7.75,126.7147,28.1478,1,1
8,123.3247,26.0258,1,1
7.75,127.7491,32.1607,1,1
7.375,124.359,27.5361,1,1
7.875,120.389,27.1353,1,1
7.625,127.245,32.8063,1,1
8.375,119.0569,26.3563,1,1
8.375,116.343,24.9991,1,1
8,121.116,24.4209,1,1
8,120.657,25.5186,1,1
8.25,120.0217,30.5459,1,1
8.25,119.281,29.7492,1,1
7.875,125.3915,31.2541,1,1
7.375,131.8568,29.1392,1,1
7.25,126.0422,33.6545,1,1
7.875,120.36,23.8661,1,1
7.75,128.5195,27.6666,1,1
7.75,126.6062,30.0628,1,1
8,118.9383,26.6443,1,1
6.5,168.5305,74.0211,1,1
7.5,124.172,21.3261,1,1
7.375,125.7052,31.084,1,1
7.625,117.537,23.5536,1,1
8.25,127.7476,29.4572,1,1
8.125,116.7537,26.4657,1,1
8.625,118.2037,23.7289,1,1
7.75,126.8773,23.7755,1,1
7.75,128.2798,26.8234,1,1
8.25,117.2129,26.0347,1,1
7.75,119.8785,24.2011,1,1
8.375,120.9112,25.1335,1,1
7.875,129.9037,29.1898,1,1
8.25,122.6678,24.503,1,1
8.875,113.0025,23.9515,1,1
8,118.7925,21.5122,1,1
8.875,111.4117,25.372,1,1
7.875,131.1788,34.2099,1,1
8.25,115.569,21.7878,1,1
8.125,120.2993,29.3435,1,1
7.625,120.367,27.6548,1,1
7.375,132.3827,28.6745,1,1
8,115.1277,21.5684,1,1
8,118.7097,23.6666,1,1
7,132.8328,25.5401,1,1
7.75,128.64,30.3158,1,1
8.125,120.834,23.667,1,1
7.5,132.2283,32.2027,1,1
8,115.3855,27.4477,1,1
8,126.6015,32.2937,1,1
7.5,125.1517,23.9126,1,1
7.125,129.7613,28.9014,1,1
6.625,153.5733,47.9987,1,1
7.75,128.8917,22.5912,1,1
7,144.6483,33.2216,1,1
7.875,127.0608,23.8519,1,1
8,119.8325,21.4224,1,1
7.75,121.0622,26.6446,1,1
7.125,131.1547,25.793,1,1
6.875,158.6332,64.132,1,1
8.375,122.0313,26.8043,1,1
6,168.0615,50.8198,1,1
7.875,123.3527,30.1057,1,1
8.125,113.3127,21.1637,1,1
7.125,136.2835,29.5246,1,1
7.875,114.3527,20.2557,1,1
7.875,121.7397,24.3495,1,1
7.875,121.1453,33.9085,1,1
7.75,130.8288,31.8231,1,1
8.75,113.3664,28.0695,1,1
8.25,116.0908,27.8028,1,1
7.625,131.376,30.3712,1,1
7.75,124.539,31.6277,1,1
7.5,122.1502,25.6512,1,1
8,127.8813,31.7938,1,1
8.125,126.5963,30.6055,1,1
7.75,123.4622,25.4967,1,1
6.375,165.4747,58.6231,1,1
7.875,129.6838,30.9755,1,1
7.625,126.9643,28.7055,1,1
7.625,119.1635,24.4067,1,1
7.375,130.2007,31.8807,1,1
7.625,130.2598,30.5542,1,1
7.125,129.4822,30.0514,1,1
7.75,134.1903,39.3826,1,1
6.375,174.3283,76.5776,1,1
7.375,127.9152,33.9835,1,1
7.625,120.3783,23.129,1,1
8,126.0397,27.1401,1,1
8.5,115.5799,25.5759,1,1
7.375,129.8678,33.3634,1,1
7.375,134.3948,36.6046,1,1
7.625,120.654,23.5786,1,1
7.625,127.1172,29.4665,1,1
7.875,127.1463,32.0123,1,1
8,117.1277,22.8378,1,1
7.75,127.1,31.9174,1,1
7.5,125.8476,27.6026,1,1
8,119.3118,20.2668,1,1
7.75,126.0057,38.9561,1,1
8.375,120.4174,27.2154,1,1
8,127.0655,30.0097,1,1
8.125,117.4513,26.8664,1,1
8.375,117.7551,23.1941,1,1
7.75,131.4347,31.7275,1,1
8.25,116.5042,29.4117,1,1
7,142.4067,25.8383,1,1
8.125,121.4793,28.9991,1,1
8.125,122.4662,27.8055,1,1
8.125,119.25,23.5873,1,1
7.875,123.803,24.9343,1,1
8.375,114.3273,27.1573,1,1
8.75,117.1699,23.7936,1,1
7.875,126.0022,26.7723,1,1
6.75,144.3008,33.6894,1,1
7,144.23,43.068,1,1
8.375,120.585,25.9167,1,1
7.75,124.3963,33.6148,1,1
8.375,116.4395,23.4167,1,1
8,129.4567,27.7163,1,1
8.25,125.1269,32.4536,1,1
7.875,120.7927,28.6214,1,1
8.625,119.479,25.4081,1,1
7.5,125.7553,30.4639,1,1
7.25,122.278,24.4423,1,1
8.125,121.0977,29.6951,1,1
8.5,121.334,27.5528,1,1
9.375,111.17,22.8839,1,1
7.75,124.7619,28.5456,1,1
3.75,222.945,21.8726,1,0
4.375,241.585,41.17,1,0
4,235.9717,42.9962,1,0
3.875,218.6233,39.324,1,0
2.5,92.2567,15.8728,1,0
3.875,180.6983,16.1286,1,0
4.375,218.6667,33.1689,1,0
4.5,221.4467,33.902,1,0
4.25,211.765,28.718,1,0
4.75,222.5917,38.4417,1,0
4.125,207.6783,23.4782,1,0
4,238.855,41.0098,1,0
4,215.2508,37.9056,1,0
4.625,230.96,28.8139,1,0
4.375,245.2533,44.3464,1,0
4.875,211.7225,26.9706,1,0
4.25,250.0067,18.7821,1,0
3.75,276.5183,22.8694,1,0
4.625,215.6667,31.489,1,0
4.25,204.425,24.875,1,0
4.25,196.8567,26.6295,1,0
2.625,157.3567,9.3735,1,0
4.5,202.3683,32.4597,1,0
4.75,205.1183,32.3163,1,0
4.5,221.4233,34.2893,1,0
4.25,202.385,21.2665,1,0
4.125,217.8667,31.6613,1,0
3,230.27,26.78,1,0
4.25,223.8933,36.4761,1,0
3.875,239.86,33.5991,1,0
2.875,106.3767,15.834,1,0
4.5,230.2567,44.4547,1,0
4,213.995,41.1967,1,0
3.375,250,27.73,1,0
2,118.135,5.535,1,0
4.875,213.3817,27.6065,1,0
4.25,216.5867,44.1578,1,0
4.75,204.1417,35.8562,1,0
4.375,202.8617,25.6317,1,0
2,89.775,18.555,1,0
4.25,213.1667,32.3041,1,0
4.5,210.0817,27.9477,1,0
4.875,194.95,32.4602,1,0
4.5,192.925,19.7491,1,0
4,209.205,28.1829,1,0
3.75,227.3317,24.8318,1,0
4.25,208.3167,22.4754,1,0
4,229.2383,33.4335,1,0
3.5,250.6533,16.002,1,0
4.25,209.1883,32.8064,1,0
4.625,215.3092,31.5816,1,0
4.375,205.2633,26.005,1,0
4,220.1583,13.2258,1,0
4.5,210.0683,39.035,1,0
4.25,217.9233,30.8601,1,0
4.625,216.8367,30.5454,1,0
3.75,220.2867,17.1415,1,0
4.375,217.4283,26.3522,1,0
4.25,281.0017,61.4686,1,0
4,277.2367,58.7735,1,0
4.875,226.8267,41.5848,1,0
4.875,230.7408,54.5318,1,0
4.5,225.275,23.4003,1,0
4.5,222.7883,25.0511,1,0
4.625,197.8233,24.3865,1,0
4.375,216.385,30.2576,1,0
4.875,215.3558,29.711,1,0
4.125,223.1267,39.9983,1,0
4.375,209.99,30.9025,1,0
4.125,226.925,25.4907,1,0
4.25,209.7383,33.7609,1,0
4.875,200.4883,28.7312,1,0
4.125,233.715,27.8396,1,0
3.625,225.16,21.55,1,0
4.375,230.0742,40.608,1,0
4.5,220.9033,21.9547,1,0
4.875,204.5158,22.7695,1,0
4,231.7317,20.2364,1,0
3.875,236.4267,20.5567,1,0
4.25,238.98,35.834,1,0
4.875,202.6258,27.187,1,0
4.5,212.555,32.3519,1,0
4.125,251.2517,43.3833,1,0
1.875,92.31,8.6959,1,0
4,218.345,38.4682,1,0
4.625,206.5958,35.4256,1,0
4.25,204.015,32.2861,1,0
2.625,113.3283,9.4589,1,0
4.125,216.9333,24.6077,1,0
4.75,207.1992,18.9121,1,0
4.75,230.7658,33.2943,1,0
4.5,214.9683,26.4719,1,0
3,174.8467,29.5135,1,0
4.875,224.43,33.0977,1,0
2.875,158.1017,21.7248,1,0
4.5,233.45,51.033,1,0
3,137.2483,14.2043,1,0
3.25,213.63,40.66,1,0
3.375,185.2767,17.936,1,0
4.625,210.7217,39.0052,1,0
5,214.4608,33.8657,1,0
4.25,231.9783,24.1842,1,0
3.875,243.05,23.6988,1,0
3.875,233.8283,35.4818,1,0
4.375,205.8067,23.3884,1,0
2.5,80.6883,14.2718,1,0
4.75,208.2267,29.2232,1,0
4,200.395,16.7126,1,0
4,204.56,33.5782,1,0
2.875,117.6567,23.3326,1,0
4,217.4933,17.4945,1,0
4.375,218.4383,40.5086,1,0
4.25,203.0083,32.5041,1,0
2.5,141.055,11.135,1,0
3.5,186.1,36.7562,1,0
3.875,247.9917,32.9368,1,0
4.625,235.4017,39.7569,1,0
4.5,221.265,39.0993,1,0
3,118.6017,9.028,1,0
4.75,201.5492,30.4579,1,0
4.5,218.7967,38.9683,1,0
4.625,217.3558,41.8793,1,0
3.625,294.015,44.5369,1,0
5,223.5908,36.548,1,0
4.5,217.8008,29.1478,1,0
4,238.7283,37.6868,1,0
4.625,221.4233,33.3559,1,0
3.875,206.07,32.8724,1,0
4.125,251.875,30.6399,1,0
4,224.2867,39.8265,1,0
4.5,198.7367,27.7445,1,0
4.375,223.1033,36.6302,1,0
4.375,236.1867,40.7471,1,0
4,210.4233,22.281,1,0
4.75,229.0333,43.2076,1,0
4.5,223.2825,37.5989,1,0
4.25,201.82,19.5788,1,0
4.875,207.0425,37.2905,1,0
4.375,199.185,14.436,1,0
3.75,195.8,14.6277,1,0
3.75,215.4267,16.226,1,0
4.125,216.3733,29.768,1,0
4,201.45,20.6988,1,0
4.25,218.7633,27.5709,1,0
4.125,227.8567,35.8276,1,0
1.875,78.155,6.7987,1,0
4.75,216.5883,31.1919,1,0
3.75,219.5483,28.0189,1,0
4.125,216.8067,15.6761,1,0
4.125,243.1067,41.8102,1,0
3.875,235.5333,28.9676,1,0
3.875,206.2333,20.834,1,0
4.625,205.6767,26.4089,1,0
3.125,147.3983,18.6752,1,0
4.5,212.2583,42.8894,1,0
4.5,256.275,40.1873,1,0
4.25,212.7183,27.9663,1,0
4.625,224.0217,32.4124,1,0
4.625,217.4267,35.3387,1,0
4.625,256.9808,31.1973,1,0
4.75,215.4217,27.2704,1,0
4.125,200.545,17.5954,1,0
4.5,227.6683,41.4998,1,0
5,228.3642,58.1198,1,0
3.75,219.1833,14.191,1,0
4.125,213.49,20.5165,1,0
4.125,204.6717,18.5829,1,0
4.5,222.64,25.4948,1,0
4.375,225.5167,33.3109,1,0
4,220.8683,33.8774,1,0
5,205.7908,28.1506,1,0
4.25,238.245,25.9872,1,0
4,249.5467,29.8601,1,0
4.875,213.7608,33.9528,1,0
4.625,207.88,22.435,1,0
4.125,225.0367,18.1237,1,0
2.875,144.8183,26.5628,1,0
4,219.655,27.6836,1,0
2.125,99.095,18.465,1,0
3.75,218.6183,24.2348,1,0
4.625,198.46,24.0791,1,0
4.625,230.0583,49.6736,1,0
3.75,230.0067,25.3238,1,0
4.625,205.9708,22.7406,1,0
4.125,212.915,16.6859,1,0
4.5,207.19,32.2431,1,0
4.25,221.5033,19.3183,1,0
4.25,204.3417,34.9307,1,0
3.75,244.67,24.2327,1,0
2.875,194.7967,10.7057,1,0
4.25,201.4733,13.9401,1,0
3.75,221.3833,23.2576,1,0
4.375,222.065,32.2134,1,0
3.75,207.6967,21.1648,1,0
2.5,138.9183,23.3361,1,0
4.25,240.3033,44.4581,1,0
3.875,186.7933,20.0061,1,0
2.75,153.2417,20.5121,1,0
4.75,211.44,37.2882,1,0
4.875,225.8167,29.3182,1,0
4.875,227.3075,42.6008,1,0
4.25,237.73,36.2847,1,0
3.625,220.01,22.1157,1,0
3.875,214.5633,41.454,1,0
4.625,204.275,23.232,1,0
4.625,223.7483,44.0052,1,0
4.125,217.9267,36.7394,1,0
4.5,207.0817,20.9773,1,0
4.75,246.1075,49.2815,1,0
4,225.9717,27.6964,1,0
4.625,196.6558,15.7423,1,0
4.625,228.4542,40.7104,1,0
4.5,216.4667,24.2734,1,0
2.125,57.5,2.7341,1,0
2.375,113.22,13.97,1,0
4.125,223.1,24.7722,1,0
4.625,210.1467,29.1072,1,0
4.625,245.0642,28.0127,1,0
4.75,188.295,23.0336,1,0
4,212.57,27.4221,1,0
4,209.4533,27.1627,1,0
4,218.6917,21.5846,1,0
4.25,216.7767,26.3587,1,0
4.625,233.2617,38.7508,1,0
5.125,224.7158,41.5951,1,0
2.25,70.53,3.4724,1,0
4.75,192.325,25.7481,1,0
2.25,126.085,15.085,1,0
4.125,208.165,20.297,1,0
4.25,205.115,12.4067,1,0
4.625,208.4217,35.8677,1,0
4.25,222.5583,32.705,1,0
4.5,226.9875,43.2685,1,0
4.625,202.5467,30.5628,1,0
4.375,215.875,23.2633,1,0
4.375,240.0633,29.6202,1,0
4.25,219.2967,23.3222,1,0
4.125,221.7483,23.2047,1,0
4,247.8117,24.5174,1,0
4.75,220.6133,37.9175,1,0
3.5,263.8583,22.0622,1,0
2.625,127.7067,7.5053,1,0
4.625,196.5533,15.1003,1,0
4.5,214.7483,35.9907,1,0
2.625,205.5767,10.3992,1,0
4.375,230.3067,42.4091,1,0
4.625,230.8317,47.7655,1,0
3.625,205.6433,20.0887,1,0
4.5,214.1083,36.1312,1,0
3.875,224.8833,25.0844,1,0
4.125,222.4333,34.1275,1,0
4,224.7617,18.2965,1,0
4.25,212.8183,41.0054,1,0
4.375,207.5467,24.5097,1,0
3.625,169.4983,21.6091,1,0
4.25,216.0233,40.4233,1,0
4.625,204.2717,23.0742,1,0
3.625,231.71,28.1454,1,0
3.5,165.9967,26.2825,1,0
4.25,218.0167,23.824,1,0
4.375,202.595,24.31,1,0
4.125,233.5317,29.9116,1,0
4,212.4883,15.5262,1,0
5.125,202.7733,31.9048,1,0
4.625,227.035,36.1703,1,0
5,200.8,27.2704,1,0
4,211.2567,20.7608,1,0
4.125,267.5333,34.9149,1,0
4.125,210.8217,25.7353,1,0
3.875,218.5325,16.7306,1,0
4,225.665,36.4316,1,0
4.375,234.6367,29.9932,1,0
5.25,210.705,27.1552,1,0
4.25,212.7583,33.079,1,0
4.125,212.2667,33.7812,1,0
3.75,220.55,28.29,1,0
3.625,235.8533,16.8075,1,0
3.875,232.695,23.2446,1,0
3.75,261.5317,28.031,1,0
4.375,214.9567,33.7799,1,0
4,232.6167,19.5455,1,0
4.125,221.225,44.8316,1,0
4.125,226.4267,22.6968,1,0
4.375,205.9783,20.6981,1,0
4.625,227.2708,25.7921,1,0
4.625,227.535,33.6014,1,0
4.625,213.5183,38.9428,1,0
4,210.9283,26.7649,1,0
4.5,212.6567,34.5454,1,0
4.125,220.9683,21.8657,1,0
3.875,205.64,20.7212,1,0
4.25,214.7933,29.0856,1,0
4.875,220.745,40.609,1,0
4.875,202.35,28.8007,1,0
4.5,214.9083,22.8868,1,0
4.875,226.8083,43.7115,1,0
4.25,210.7217,28.0974,1,0
4.5,240.1842,30.6602,1,0
4.75,209.0167,32.429,1,0
3.75,218.2317,28.3469,1,0
2.625,126.6417,8.0292,1,0
4.5,185.7967,17.3066,1,0
4.375,215.44,27.3724,1,0
3,204.9383,33.7701,1,0
4.375,215.9717,32.0547,1,0
4,205.3967,31.2248,1,0
3.75,239.16,21.1397,1,0
3.625,204.54,27.3642,1,0
3.75,218.1167,21.3784,1,0
4.625,203.9558,32.2762,1,0
4,214.8267,25.1796,1,0
3.5,189.595,16.2329,1,0
4.25,224.57,31.0725,1,0
4.375,194.6183,32.1491,1,0
4.25,232.015,32.2481,1,0
4.25,188.9633,23.1502,1,0
4.75,206.7625,36.9587,1,0
3.875,219.63,17.1286,1,0
4.75,225.9108,34.6177,1,0
3.125,160.0817,18.574,1,0
2.625,185.82,36.1364,1,0
4.125,216.7433,40.1118,1,0
4.375,202.0017,22.3093,1,0
4,212.02,22.9094,1,0
4.625,208.1067,34.4129,1,0
